seasonality,lead_time_vec,util_cum,disc_mean,util_rate_cum
1,-36,1.1832611832611832,69.84632034632035,0.04250752896073089
1,-35,1.4777777777777779,71.93333333333334,0.05878306878306882
1,-34,1.5471698113207548,71.98427672955975,0.05922793320320974
1,-33,1.8504464285714286,71.31515731292517,0.06943919090624752
1,-32,2.213729653220099,71.38100798705895,0.0800608820046552
1,-31,3.1437908496732025,71.55211667417551,0.11468535690138111
1,-30,3.7181594860166296,71.56263009477293,0.13557149186987344
1,-29,4.712595532039977,71.68940825292984,0.17810635996984317
1,-28,5.503543920026222,71.87344964708348,0.20970574049954432
1,-27,6.94786155202822,71.02726286296193,0.2685278305155947
1,-26,7.340319237147597,71.8055703936223,0.27469660580656186
1,-25,7.168653690186538,72.08901091727017,0.271470092996846
1,-24,7.8024029982363325,72.52266132279557,0.2975618379479685
1,-23,8.105452674897121,72.70449530224259,0.31249605495219535
1,-22,8.65967365967366,72.63699020158813,0.340834336229073
1,-21,8.370510335917311,73.26632873401313,0.3253633161246697
1,-20,8.975996376811594,72.95261181151169,0.34754771736938544
1,-19,9.747939560439558,71.9569258455154,0.3710718327227273
1,-18,10.147823261858349,72.16366250113583,0.3880477756646552
1,-17,10.297642118863049,72.89236634775641,0.39935127862983655
1,-16,10.928269675925925,73.08439478028107,0.4233751845740226
1,-15,11.459203011422636,72.75469902053878,0.4438573229722712
1,-14,11.881243509865003,73.26369588527098,0.4520370775337743
1,-13,12.673864147548352,73.18359636150979,0.48500250298058084
1,-12,13.178909465020576,73.56023338644967,0.5105953684014526
1,-11,13.342804024496937,73.76700079781926,0.5253462671181527
1,-10,13.938868236266005,74.0332347465472,0.5394596333410688
1,-9,14.671010101010095,73.97824903189122,0.5671603036675634
1,-8,15.687216828478954,73.75523360522509,0.5988148473205357
1,-7,16.34822255291006,74.08561183672298,0.6296779240280502
1,-6,17.410653500321132,74.11476181473687,0.6737426238674887
1,-5,18.760568146049735,73.81203476331368,0.7153757364414917
1,-4,19.57717632162077,73.75353830306997,0.7568877397426497
1,-3,20.719055399937748,73.75845171023776,0.8038205445517596
1,-2,22.378164654905603,73.92125448233854,0.8729767145708226
1,-1,23.56728486646885,74.15223984308777,0.9176379363629008
1,0,24.035576923076924,74.58346137285486,0.9039288920851667
2,-36,1.3181818181818181,73.18686868686869,0.044687294399938106
2,-35,1.3636363636363635,72.72727272727273,0.04545454545454545
2,-34,1.2916666666666665,67.5,0.04602661466885604
2,-33,1.6233062330623307,70.9410569105691,0.057716902292175666
2,-32,2.2797619047619047,70.49107142857142,0.0795195089530065
2,-31,2.9175627240143367,70.18198924731182,0.10692207979471607
2,-30,3.3473684210526318,72.37763157894737,0.1199824753454517
2,-29,4.082892416225749,70.54017699672461,0.15624876919690808
2,-28,5.568170234454638,71.84389188792858,0.20537029295531353
2,-27,7.489489489489491,70.99248503660269,0.27319301411860397
2,-26,7.947293447293446,71.44751579491398,0.29268983380447394
2,-25,8.111111111111112,72.59477630212925,0.29844778465468125
2,-24,9.138257575757576,70.92116036375906,0.3444679134050731
2,-23,9.07977207977208,71.7469452045539,0.33907583392610613
2,-22,9.389566395663955,71.43580975257805,0.3507408806803477
2,-21,9.849867724867725,72.63397558790415,0.3721285001867926
2,-20,10.670054200542005,72.56843273775482,0.3878539388842164
2,-19,11.487373737373737,72.67093625019224,0.42622924648786725
2,-18,11.114898989898991,71.84686333446395,0.4130937104167594
2,-17,11.211553945249596,71.80440067763544,0.423050362176194
2,-16,11.644875478927203,72.07479465231279,0.44658886986590535
2,-15,12.03107344632768,72.39038319318593,0.4571962001243125
2,-14,12.20138888888889,71.76270980702256,0.465124903841127
2,-13,12.451797385620916,72.12575263029794,0.4624723238256787
2,-12,14.173015873015872,71.73525114300645,0.5223861188960361
2,-11,16.240740740740737,71.78915429007908,0.5858241356904395
2,-10,15.845965608465608,71.81046214265335,0.57868857225622
2,-9,16.19479905437352,72.0087043443141,0.5963079940415152
2,-8,16.632088122605364,72.2608263917628,0.6035139826931137
2,-7,18.4325816993464,71.65897673547359,0.6399230635186117
2,-6,19.240293040293047,72.40828710255494,0.6927572523262181
2,-5,19.598559670781903,72.414817900788,0.7408529392073201
2,-4,20.74181547619048,72.39993000277686,0.7563898349973185
2,-3,22.355998033431668,72.90507690396299,0.8228391954354405
2,-2,24.14909188034189,72.3849054116229,0.8831462022467012
2,-1,24.125953159041398,72.90733803093232,0.8944522100363973
2,0,23.92813786008231,72.01392850479121,0.8849835320705622
3,-36,1.2916666666666667,56.68055555555555,0.050023946360153275
3,-35,1.0,66.55555555555556,0.04074074074074074
3,-34,2.0291005291005293,56.38888888888888,0.0752645502645503
3,-33,2.3125,52.520833333333336,0.08541666666666667
3,-32,3.2691570881226055,62.490476190476194,0.1156774342713701
3,-31,3.3925925925925924,56.94568783068785,0.12170710940825881
3,-30,5.209444444444444,63.07974819624822,0.17977873563218386
3,-29,6.047358834244081,58.74777817810606,0.2227121411971609
3,-28,9.20975975975976,61.303269172754476,0.3248628801215009
3,-27,10.85763888888889,63.24051314182892,0.3839150303320562
3,-26,9.705555555555554,60.307518358834145,0.3527474457215837
3,-25,9.147222222222222,61.27327931327932,0.3388513729246488
3,-24,10.904320987654321,59.51522170462388,0.39931708528451826
3,-23,10.42550505050505,61.58221858355548,0.3975509404388715
3,-22,10.492690058479532,64.24132697965649,0.3967853061773208
3,-21,12.356209150326796,64.27260441348375,0.45887142213207127
3,-20,11.328260869565218,66.18964263813838,0.42429854517185855
3,-19,10.511111111111111,64.71804884004884,0.4069431673052362
