seasonality,lead_time_vec,util_cum,disc_mean,util_rate_cum
1,-36,1.2586390217969166,61.728070175438596,0.014263264104131652
1,-35,1.9643146796431465,66.22057698992005,0.022535351965973744
1,-34,2.8344976713240184,66.53485885372112,0.03237959544017306
1,-33,3.1466183574879225,69.51743365330326,0.03457159707607645
1,-32,3.8454184704184704,68.3692960088252,0.0419624117003573
1,-31,5.323446327683615,69.1051792383318,0.057760498970692
1,-30,6.767148526077098,69.61802815560468,0.07409464688150182
1,-29,7.929923465901322,70.15581980700951,0.08986413347737078
1,-28,10.751854010187362,70.8634646174615,0.12288667161981466
1,-27,13.20688052068805,71.45096432337434,0.14893018353131243
1,-26,14.175246675246676,71.27930823429706,0.16010414388962932
1,-25,15.04492455418381,71.10986887332395,0.1697786528423842
1,-24,15.653847816688284,71.04131214463528,0.1773049375404779
1,-23,16.750689448441246,71.47168015780214,0.19159182035916145
1,-22,17.312369337979092,71.66094656102423,0.1969264801119329
1,-21,17.969171220400728,71.4412774845276,0.20875848062480878
1,-20,19.25226954083421,71.19747831899168,0.223279965191458
1,-19,20.332751164337996,71.60042339614155,0.23599543145474094
1,-18,21.450243664717352,71.49715909200583,0.24600917699188188
1,-17,22.42703598484849,71.87178712400997,0.2620083262254427
1,-16,23.16918449197861,72.07985694529273,0.2722625165062138
1,-15,24.296109675567042,72.43208553275754,0.2869530148405826
1,-14,26.469113592500683,72.39689701911624,0.3123824891910733
1,-13,28.734844286091317,72.48884713568233,0.3400962410589315
1,-12,30.603653594771234,72.6052354257503,0.35922548313998715
1,-11,32.35355555555555,72.77538685779018,0.3829573395015857
1,-10,34.14359819121448,72.98215954712683,0.4049401236657571
1,-9,35.39365338164254,73.26138731985826,0.4243450439844402
1,-8,38.40763157894739,73.39318484630232,0.45944817855794645
1,-7,41.885434686183174,73.09807523421578,0.5003022735137013
1,-6,46.847356026546805,73.11664455383917,0.5568294607081659
1,-5,50.88189636752138,73.30369662739051,0.6048814781254482
1,-4,56.263350394540474,73.20914910100551,0.666805731407337
1,-3,61.64859273261924,73.33775706534475,0.73484107434128
1,-2,67.92391418933165,73.63913575206385,0.8178306094030765
1,-1,74.21837231968813,73.9529188125777,0.8987409334089733
1,0,75.04334625322997,74.42362117794052,0.9340695720078624
2,-36,1.2889566395663956,65.8028455284553,0.014573983017078747
2,-35,2.7758838383838382,71.55852272727272,0.027579319450740394
2,-34,2.696637426900585,69.91978383458648,0.029240873519362488
2,-33,3.2609649122807016,73.54711921850082,0.03391770521138126
2,-32,3.2032453245324533,71.10903903577173,0.03563013278735163
2,-31,4.82024959742351,70.93501454262325,0.052993615772723573
2,-30,6.168620882188723,71.76399255473711,0.06713478891848722
2,-29,7.662864385297843,71.86503279704462,0.08851796354435525
2,-28,10.933952837729816,70.38061606425921,0.12435561427699608
2,-27,13.031400966183575,71.0200441435991,0.1486474905666896
2,-26,14.300992063492064,71.35221544459212,0.16252485109202028
2,-25,14.512952559300874,71.73861797029124,0.16592983301267925
2,-24,15.354385964912282,71.19121538247303,0.17543494668207196
2,-23,16.022794959908364,71.25216190955517,0.18292808656196297
2,-22,17.26467391304348,71.66841711976494,0.19667052836905666
2,-21,18.240019379844966,71.89527925551278,0.207682360362403
2,-20,18.772325102880664,71.93399512315149,0.21352418289058503
2,-19,20.923327020202024,71.93294434970862,0.23707116218158478
2,-18,21.922720125786164,71.85999896116914,0.2509631759152414
2,-17,22.83340277777778,71.97538723180058,0.26063605678658336
2,-16,25.435090218423547,72.41853176585447,0.28935128275843447
2,-15,27.33029661016949,72.00040501260949,0.31092815235957644
2,-14,28.647197855750484,71.85055747472839,0.3226762173029719
2,-13,32.221204620462046,71.76812950703999,0.35738077902082427
2,-12,32.33957115009747,72.0110721395778,0.3675352622542711
2,-11,34.0718,72.14877607144984,0.38604551544523474
2,-10,36.783353174603164,72.29738063658496,0.42048705577148304
2,-9,40.015512519561824,72.2753722403146,0.45565420057533285
2,-8,43.59422222222223,72.14800892430092,0.4968548053399242
2,-7,46.983757716049396,72.51723008471572,0.5345413652299016
2,-6,51.71630170316302,72.57276215095352,0.5781753093806681
2,-5,55.89192766592097,72.57322612900207,0.6386393390124186
2,-4,60.289336917562736,72.5342510915755,0.6890749081880322
2,-3,65.1028697571744,72.81818967277437,0.7494995814668951
2,-2,70.0848004694836,73.0045722487945,0.8110876412564174
2,-1,75.5110507246377,73.18123601272612,0.8768030187785354
2,0,77.58408212560387,73.22026944162644,0.8965511847924533
3,-36,1.9809431524547805,52.68604651162791,0.023156436180475182
3,-35,4.211904761904762,53.62265306122448,0.048690799422943506
3,-34,5.091346153846154,55.23128815628814,0.060350361776001865
3,-33,5.666666666666666,57.84664236906886,0.07064878960966903
3,-32,7.443749999999999,57.71158476939728,0.0921680714662572
3,-31,8.711563307493538,57.997834802786116,0.10421449084694158
3,-30,9.560409924487594,60.53928200266008,0.11630465445651071
3,-29,13.343189964157705,60.97144937815014,0.16060644518691236
3,-28,16.31632403328439,62.22733995705562,0.1989077334745471
3,-27,18.568318318318315,61.895950643533645,0.23127893129449406
3,-26,20.138888888888886,59.60109427446855,0.25198372664289426
3,-25,20.452842377260982,60.803243604876165,0.25639489420664724
3,-24,20.496111111111112,61.406647202383326,0.2536011787005599
3,-23,20.990555555555556,62.54212683682447,0.2628101162657669
3,-22,20.74645390070922,61.31569772250106,0.2607248762470985
3,-21,22.131796690307326,61.497933947053305,0.27919897804832616
3,-20,24.796840958605664,60.21236493185517,0.3105819256206693
3,-19,25.373232323232322,61.200915766127444,0.3172148864653817
