seasonality,lead_time_vec,util_cum,disc_mean,util_rate_cum
3,-34,3.824324324324324,53.877606177606175,0.14935897435897436
3,-33,5.6576227390180875,53.85653881002718,0.20938680182866232
3,-32,4.8425925925925934,52.789074946217816,0.199658006602451
3,-31,6.307458143074582,55.988391687102414,0.2601490848066192
3,-30,6.914414414414414,54.605035386614325,0.3109455609455609
3,-29,7.101351351351352,55.994870357370374,0.3586336336336336
3,-28,9.995652173913044,58.450367178882495,0.48587792642140465
3,-27,9.859649122807019,59.35162192616819,0.5284600389863547
3,-26,9.760802469135802,58.48164369581036,0.5271604938271605
3,-25,9.222222222222223,54.97337431087432,0.40839947089947076
3,-24,12.152777777777779,50.89777288683539,0.5022591702279202
3,-23,11.121527777777779,52.46478253404205,0.49285523504273504
3,-22,8.703125,54.17238562091504,0.45390625
3,-21,9.757246376811596,56.066658703615225,0.48854979561501294
3,-20,11.296783625730994,56.9045581273445,0.5210563802669066
3,-19,11.784722222222221,57.42147859856194,0.5819251543209877
3,-18,10.6,59.17676344879751,0.5819444444444445
3,-17,10.99,57.585730234677605,0.565448717948718
3,-16,10.896367521367521,57.727089919090986,0.551594345825115
3,-15,11.799479166666668,58.31891729848992,0.5773337339743589
3,-14,10.915954415954417,61.85750511913883,0.5771650595368545
3,-13,11.604406130268199,61.57063018117783,0.5801564495530013
3,-12,13.529693486590038,61.145667214567155,0.6602932508104922
3,-11,13.155134680134681,58.55866307663734,0.632966092549426
3,-10,13.531249999999996,58.22728698300904,0.6486039886039885
3,-9,15.277777777777779,59.657167485750996,0.7053531721214645
3,-8,17.028455284552848,58.52415119265234,0.7751632965047599
3,-7,18.071127946127948,58.628330991427916,0.7782720366053699
3,-6,16.171006944444443,59.89353211348311,0.8048254985754983
3,-5,17.837573099415206,56.69087168895927,0.8491300232418656
3,-4,19.62465277777778,57.440425600025904,0.8965820868945871
3,-3,20.237152777777776,57.373005039425,0.9352377136752136
3,-2,20.755930930930933,58.94213666960805,1.005989258489259
3,-1,17.605277777777776,62.52857187876043,0.8959583333333332
3,0,18.394444444444446,59.44348484848486,0.8103240740740741
4,-36,2.378205128205128,32.92705128205128,0.10119658119658112
4,-35,4.111755952380952,30.48230583900226,0.15984292328042324
4,-34,5.6686911487758955,34.87197275417615,0.22071249215317013
4,-33,5.44169934640523,39.009395702336874,0.20886274509803926
4,-32,7.173846960167714,35.78356860644596,0.2942120894479386
4,-31,9.619624819624818,37.78703151083434,0.3989129389129387
4,-30,10.210062893081759,40.26157677952212,0.4195763452131373
4,-29,10.605021367521367,38.473740461299684,0.39224358974358986
4,-28,12.539620758483034,37.210373357385144,0.4656808605012198
4,-27,14.496031746031747,31.87528464672357,0.512279541446208
4,-26,13.91550925925926,29.801906917894232,0.485744598765432
4,-25,13.622427983539094,30.797064485943626,0.4895061728395062
4,-24,14.119650205761317,34.56269819494237,0.4988443072702331
4,-23,13.441666666666666,33.186104025378874,0.5033882030178327
4,-22,12.721380471380472,34.65640304816858,0.4702160493827162
4,-21,13.156481481481482,33.48283358597102,0.46828703703703717
4,-20,14.284050179211473,34.02836421415619,0.505510752688172
4,-19,14.264957264957264,32.8331789078209,0.49002849002849
4,-18,15.457912457912458,33.52428860477692,0.556271043771044
4,-17,15.949561403508776,35.39836388399612,0.5812012670565302
4,-16,16.695945945945947,37.344026500567246,0.5923673673673673
4,-15,17.946637426900587,37.50949676552763,0.6524731968810916
4,-14,18.23076388888889,40.20405813655944,0.6743240740740739
4,-13,18.89189189189189,40.099590376838144,0.7116491491491489
4,-12,19.023809523809522,41.51805415737458,0.6977513227513228
4,-11,20.455065359477125,43.336153619903776,0.7273420479302833
4,-10,21.756981981981983,41.30601280295829,0.7734684684684684
4,-9,22.86937134502924,36.35034993309106,0.8126169590643274
4,-8,22.695420420420422,37.32688745574254,0.8052502502502504
4,-7,24.202619047619045,38.81405500023353,0.8741216931216933
4,-6,23.05092592592592,39.21973564517699,0.8483024691358025
4,-5,24.691056910569102,40.04284179401701,0.8981933152664863
4,-4,25.41997354497354,39.60653394007119,0.9501432980599647
4,-3,26.949247685185185,38.66724324067628,0.9886342592592595
4,-2,27.88552009456265,40.06363244317517,1.0205240346729707
4,-1,28.343263888888885,40.21524794668072,1.0321134259259261
4,0,27.097222222222225,41.05362106123166,0.9815586419753087
