seasonality,lead_time_vec,discount,cnt_rate
1,-36,64.93023255813954,0.011610274072926368
1,-35,68.08108108108108,0.012008787858454105
1,-34,67.60526315789474,0.012192950878941214
1,-33,70.7457627118644,0.011804588871075498
1,-32,71.77777777777777,0.011782609732705127
1,-31,70.89732142857143,0.012341238929551804
1,-30,70.1741935483871,0.012646124132798333
1,-29,71.45684523809523,0.012749899386287194
1,-28,72.8408029878618,0.013233880682128623
1,-27,72.83862433862434,0.014470962799551354
1,-26,71.82142857142857,0.013503699572559919
1,-25,74.56849315068493,0.013772145027451591
1,-24,71.51764705882353,0.014255454885724191
1,-23,72.78915662650603,0.01361626862434739
1,-22,71.20652173913044,0.013332124899961096
1,-21,72.88782051282051,0.01425623445671198
1,-20,72.24603174603175,0.014225945320536294
1,-19,73.36566091954022,0.01556817355547712
1,-18,71.90013774104685,0.01456440576870436
1,-17,73.2090053763441,0.01577876652052529
1,-16,72.83990402362495,0.016512213590715
1,-15,73.68809523809523,0.01560509063791407
1,-14,72.70564814814816,0.01615142577152584
1,-13,73.21969696969695,0.016842396884728442
1,-12,73.89702917202918,0.017842710033938232
1,-11,74.51268726591762,0.016158026712193862
1,-10,73.18705673758865,0.017825773417960832
1,-9,74.55820895522389,0.01817999354247362
1,-8,75.20480125934672,0.0186346034742487
1,-7,74.20145833333333,0.020201489164853113
1,-6,74.65684644442605,0.022726081926898695
1,-5,75.34699441504996,0.02347799261442493
1,-4,74.64836433853289,0.025703374061123142
1,-3,74.86915123773086,0.029020434014098668
1,-2,74.73974682505488,0.03285897389772613
1,-1,75.31864742506451,0.046022778933515855
1,0,77.45903756153564,0.07408652212567116
2,-36,66.78947368421052,0.01247951479770681
2,-35,70.42857142857143,0.011520239783094712
2,-34,69.5952380952381,0.012515994010167505
2,-33,72.9090909090909,0.012578081517181938
2,-32,66.0,0.011684537669035296
2,-31,69.92307692307692,0.011852800577284885
2,-30,70.51,0.011802637545212779
2,-29,71.03472222222223,0.013048448528035186
2,-28,70.76041666666667,0.013606882182049928
2,-27,69.21739130434783,0.01254332950491665
2,-26,70.625,0.01345381894801333
2,-25,71.48648648648648,0.01275298226532773
2,-24,72.48,0.012668156611800728
2,-23,69.77027027027027,0.013289167008389368
2,-22,69.46581196581198,0.013170788505896215
2,-21,73.93103448275862,0.01314610127623217
2,-20,71.83333333333333,0.014381365933624844
2,-19,72.5657894736842,0.014257720704091948
2,-18,70.53571428571429,0.013347196882437778
2,-17,70.88666666666666,0.014338302556308503
2,-16,69.77401129943503,0.01493127463163345
2,-15,69.01363636363637,0.014968106242448537
2,-14,68.41836734693878,0.014008451379406596
2,-13,71.02439024390245,0.014284229469408539
2,-12,71.18472222222223,0.017850476873766064
2,-11,71.42149758454107,0.016544625287910543
2,-10,70.68073136427567,0.018183335875153757
2,-9,70.81164965986396,0.02111280106525898
2,-8,69.8241341991342,0.0194318418851932
2,-7,70.43131868131867,0.016972409901050325
2,-6,71.38728070175439,0.021913817426780332
2,-5,70.001414427157,0.02424309350193824
2,-4,70.5258807134894,0.027143544306295325
2,-3,71.1640012642225,0.03016137933090526
2,-2,70.53667953667954,0.02858480184395373
2,-1,71.64299386421237,0.0357547849658657
2,0,73.75649283367956,0.05751210544562631
3,-36,46.270833333333336,0.012669433178743096
3,-35,55.6,0.011923102727054683
3,-34,41.1,0.014715650043660006
3,-33,55.388888888888886,0.013297664566552594
3,-32,56.76470588235294,0.013271726249946022
3,-31,60.55555555555556,0.01282582816905641
3,-30,56.07142857142857,0.012705726448900166
3,-29,56.20967741935484,0.013475120014046497
3,-28,54.44897959183673,0.013177145581260012
3,-27,55.95,0.015790608378182736
3,-26,53.75,0.012910529380291441
3,-25,53.138888888888886,0.013851411361570233
3,-24,51.07142857142857,0.0165828415582668
3,-23,58.333333333333336,0.015366225448212848
3,-22,54.69047619047619,0.015528125122198018
3,-21,48.52380952380952,0.015497946563359946
3,-20,56.51851851851852,0.015097130524089135
3,-19,53.625,0.015128319597809702
3,-18,55.72222222222223,0.016047207473243962
3,-17,53.92,0.018524859494526775
3,-16,55.77272727272727,0.015118626029753557
3,-15,54.72222222222222,0.0167199835092502
3,-14,55.838541666666664,0.016586572869017727
3,-13,52.47222222222223,0.018850343484425627
3,-12,55.02528735632184,0.02033579079848576
3,-11,57.65151515151515,0.01738321175483186
3,-10,55.83333333333334,0.020333746621110798
3,-9,54.61231884057972,0.020274032352068202
3,-8,57.72222222222223,0.022057677651793815
3,-7,54.36407967032967,0.02382969727519723
3,-6,56.94273504273504,0.023065934290307986
3,-5,56.13972431077694,0.02390516734127715
3,-4,58.6437908496732,0.029803201135915294
3,-3,59.663605442176866,0.028594334201760774
3,-2,60.24519230769231,0.028474514589476183
3,-1,60.121577380952374,0.03753302692555494
3,0,62.18336260175884,0.07669389141533565
4,-36,36.013513513513516,0.012939421551992875
4,-35,34.75,0.013789400310897204
4,-34,36.473684210526315,0.012640459797510101
4,-33,34.34615384615385,0.013392246077415114
4,-32,29.63095238095238,0.013029753301772336
4,-31,36.283018867924525,0.013695833426608616
4,-30,32.266304347826086,0.015156963585982527
4,-29,32.19984567901234,0.014980632098231769
4,-28,34.18269230769231,0.01589043121218813
4,-27,34.21739130434783,0.013356332368959138
4,-26,31.178571428571427,0.01815425857113137
4,-25,33.03125,0.020407253085570922
4,-24,32.05833333333334,0.014454896399513853
4,-23,33.04117063492064,0.016019061844505925
4,-22,33.3984375,0.016660996098622215
4,-21,32.872395833333336,0.019842884450560275
4,-20,32.005913978494625,0.020112319576359464
4,-19,31.05092592592593,0.018536708674729056
4,-18,34.636243386243386,0.016325187362084145
4,-17,31.35802469135803,0.01666426819519821
4,-16,39.18,0.01527603784640582
4,-15,34.6875,0.013921328807178598
4,-14,40.779761904761905,0.01839952511137999
4,-13,39.27136752136752,0.016777525604352382
4,-12,37.37537878787879,0.02113176217759383
4,-11,40.61229086229086,0.023795288149158454
4,-10,39.97478632478633,0.018430806150978554
4,-9,39.04651162790697,0.017834503004004108
4,-8,38.21309523809524,0.017625004141324223
4,-7,41.66161616161616,0.016777160798731303
4,-6,39.531355218855225,0.017614946071061073
4,-5,39.2906746031746,0.021986392799691588
4,-4,42.79878048780487,0.018858955153016225
4,-3,39.434027777777786,0.02310204533833673
4,-2,43.68641114982578,0.02706908086312219
4,-1,41.06904327556502,0.02648247016940806
4,0,42.929791666666674,0.02363946433330325
