상태	계약번호	대여차종	대여일시	반납일시	예약채널	고객번호	총청구액	최종수정일시
취소	2022544932	더 뉴 그랜저 2.5 (G)	2020-12-01 9:00	2020-12-03 9:00	직접	D00000387	3,000	2020-11-27
취소	2022510300	LF 쏘나타 뉴라이즈 (G)	2020-12-01 9:00	2020-12-03 15:30	모바일	113487124	3,000	2020-11-05
취소	2022537412	더 뉴 싼타페 4WD 7인승 (D)	2020-12-01 9:30	2020-12-03 20:30	모바일	112737409	3,000	2020-11-27
취소	2022550661	쏘나타 DN8 (G)	2020-12-01 9:30	2020-12-03 21:00	직접	111538119	3,000	2020-11-30
취소	2022506715	더 뉴 카니발 리무진 7인승 (D)	2020-12-01 9:30	2020-12-03 17:00	제휴사	113483703	3,000	2020-11-26
취소	2022542883	올 뉴 모닝 (G)	2020-12-01 9:30	2020-12-04 18:00	모바일	110127008	3,000	2020-11-27
취소	2022546567	스파크 (G)	2020-12-01 9:40	2020-12-03 9:40	모바일	113465860	3,000	2020-11-25
취소	2022410194	BMW X7 3.0 (D)	2020-12-01 10:00	2020-12-03 22:00	제휴사	113397378		2020-11-04
취소	2022553301	더 올 뉴 벨로스터 (G)	2020-12-01 10:00	2020-12-06 18:00	직접	D00000387	3,000	2020-11-29
취소	2022519282	스파크 (G)	2020-12-01 10:00	2020-12-06 18:00	제휴사	112149129	3,000	2020-11-30
취소	2022559044	코나 (G)	2020-12-01 10:00	2020-12-04 10:00	제휴사	112869247	3,000	2020-11-30
취소	2022545404	쏘렌토 MQ4 7인승 4WD (D)	2020-12-01 10:00	2020-12-04 10:00	제휴사	113017975	3,000	2020-11-21
취소	2022525078	INTERACTIVE K5 (G)	2020-12-01 10:00	2020-12-04 10:00	제휴사	113491757	3,000	2020-11-11
취소	2022522448	올 뉴 모닝 (G)	2020-12-01 10:00	2020-12-03 17:00	모바일	113275686	3,000	2020-11-14
취소	2022555423	ALL NEW K3 (G)	2020-12-01 10:00	2020-12-03 17:00	제휴사	113527246	3,000	2020-11-27
취소	2022557397	셀토스 4WD (D)	2020-12-01 10:00	2020-12-03 17:00	홈페이지	110583418	3,000	2020-11-29
취소	2022497613	그랜저 IG 3.0 (G)	2020-12-01 10:00	2020-12-07 10:00	모바일	110553542	3,000	2020-11-06
취소	2022481716	스파크 (G)	2020-12-01 10:00	2020-12-04 18:00	모바일	113461423	3,000	2020-10-23
취소	2022544325	더 뉴 카니발 9인승 (D)	2020-12-01 10:00	2020-12-14 16:00	직접	D00000387	3,000	2020-11-25
취소	2022544321	더 뉴 카니발 9인승 (D)	2020-12-01 10:00	2020-12-14 16:00	직접	D00000387	3,000	2020-11-25
취소	2022541166	아반떼 AD (G) F/L	2020-12-01 10:00	2020-12-14 10:00	제휴사	113514949	3,000	2020-11-26
취소	2022513762	GV80 4WD 7인승 (D)	2020-12-01 10:00	2020-12-04 15:00	제휴사	113489943	3,000	2020-11-06
취소	2022558499	더 뉴 그랜저 2.5 (G)	2020-12-01 10:00	2020-12-03 10:00	홈페이지	112528861	3,000	2020-11-30
취소	2022558456	ALL NEW K3 (G)	2020-12-01 10:00	2020-12-03 10:00	모바일	113529875	3,000	2020-11-30
취소	2022525086	ALL NEW K3 (G)	2020-12-01 10:00	2020-12-03 10:00	모바일	111559562	3,000	2020-11-11
취소	2022558501	스파크 (G)	2020-12-01 10:00	2020-12-03 10:00	홈페이지	112528861	3,000	2020-11-30
취소	2022525073	ALL NEW K3 (G)	2020-12-01 10:00	2020-12-03 10:00	모바일	111559562	3,000	2020-11-11
취소	2022549007	그랜저 IG 3.0 (G)	2020-12-01 10:00	2020-12-03 10:00	제휴사	D00000387	3,000	2020-11-23
취소	2022541017	모닝 어반 (G)	2020-12-01 10:00	2020-12-03 10:00	모바일	113514822	3,000	2020-11-24
취소	2022546103	스파크 (G)	2020-12-01 10:00	2020-12-03 13:30	모바일	113493027	3,000	2020-11-21
취소	2022560456	더 뉴 그랜저 2.5 (G)	2020-12-01 10:00	2020-12-02 10:00	제휴사	113531441	3,000	2020-11-30
취소	2022555722	ALL NEW K3 (G)	2020-12-01 10:00	2020-12-02 19:00	홈페이지	110573590	3,000	2020-11-30
취소	2022552540	더 뉴 카니발 9인승 (D)	2020-12-01 10:00	2020-12-02 19:30	홈페이지	111520426	3,000	2020-11-27
취소	2022545610	더 뉴 그랜저 2.5 (G)	2020-12-01 10:00	2020-12-03 10:00	모바일	112889070	3,000	2020-11-22
취소	2022522739	아반떼 AD (G) F/L	2020-12-01 10:00	2020-12-03 16:30	모바일	113025032	3,000	2020-11-23
취소	2022548651	올 뉴 모닝 (G)	2020-12-01 10:00	2020-12-03 16:00	홈페이지	112856347	3,000	2020-11-23
취소	2022548656	올 뉴 모닝 (G)	2020-12-01 10:00	2020-12-03 16:00	홈페이지	112856347	3,000	2020-11-23
취소	2022548659	올 뉴 모닝 (G)	2020-12-01 10:00	2020-12-03 16:00	홈페이지	112856347	3,000	2020-11-23
취소	2022525171	G70 2.0 터보 (G)	2020-12-01 10:00	2020-12-03 16:00	모바일	113500714	3,000	2020-11-11
취소	2022506389	더 뉴 카니발 9인승 (D)	2020-12-01 10:00	2020-12-03 16:00	모바일	113483372	3,000	2020-11-25
취소	2022485938	코나 (EV)	2020-12-01 10:00	2020-12-03 14:30	모바일	113465346	3,000	2020-11-24
취소	2022484245	코나 (EV)	2020-12-01 10:00	2020-12-03 14:30	모바일	111122464	3,000	2020-10-25
취소	2022534442	올 뉴 아반떼 (G)	2020-12-01 10:00	2020-12-03 15:00	직접	110775921	3,000	2020-12-01
취소	2022484611	티볼리 (G)	2020-12-01 10:30	2020-12-03 18:30	제휴사	113463981	3,000	2020-10-27
취소	2022551914	스파크 (G)	2020-12-01 10:30	2020-12-04 17:00	모바일	113057661	3,000	2020-11-25
취소	2022524988	더 뉴 카니발 9인승 (D)	2020-12-01 10:30	2020-12-02 14:00	제휴사	110166998	3,000	2020-11-23
취소	2022539266	All New G80 2.5 (G)	2020-12-01 10:30	2020-12-02 19:00	직접	D00000387	3,000	2020-11-24
취소	2022530479	셀토스 4WD (D)	2020-12-01 10:40	2020-12-03 18:00	제휴사	113453640	3,000	2020-11-24
취소	2022467766	ALL NEW K3 (G)	2020-12-01 11:00	2020-12-03 19:00	해외제휴사	D00000387	3,000	2020-12-01
취소	2022553748	스파크 (G)	2020-12-01 11:00	2020-12-04 9:00	홈페이지	113525847	3,000	2020-11-29
취소	2022540465	아반떼 AD (G) F/L	2020-12-01 11:00	2020-12-04 17:00	직접	113497490	3,000	2020-11-30
취소	2022522835	더 뉴 그랜저 2.5 (G)	2020-12-01 11:00	2020-12-04 14:00	모바일	113498346	3,000	2020-11-24
취소	2022522833	더 뉴 그랜저 2.5 (G)	2020-12-01 11:00	2020-12-04 14:00	모바일	113498346	3,000	2020-11-10
취소	2022527611	카니발 KA4 9인승 (D)	2020-12-01 11:00	2020-12-04 15:00	직접	112872170	3,000	2020-11-27
취소	2022486598	쏠라티 (D) 2.5 15인승	2020-12-01 11:00	2020-12-04 15:00	홈페이지	113464359	3,000	2020-11-27
취소	2022558568	GV80 4WD 7인승 (D)	2020-12-01 11:00	2020-12-01 21:00	직접	110639074	3,000	2020-11-30
취소	2022555986	팰리세이드 4WD 8인승 (D)	2020-12-01 11:00	2020-12-02 11:00	카드사	100488411	3,000	2020-11-30
취소	2022546084	스파크 (G)	2020-12-01 11:00	2020-12-02 12:00	모바일	110607865	3,000	2020-11-26
취소	2022494982	아반떼 AD (G) F/L	2020-12-01 11:00	2020-12-02 14:30	홈페이지	113470623	3,000	2020-11-20
취소	2022526844	더 뉴 그랜드 스타렉스 12인승 (D)	2020-12-01 11:00	2020-12-02 18:00	직접	113425947	3,000	2020-11-25
취소	2022547424	쏘울 부스터 (G)	2020-12-01 11:00	2020-12-03 16:00	모바일	110119402	3,000	2020-11-26
취소	2022402121	쏘나타 DN8 (G)	2020-12-01 11:10	2020-12-03 12:00	직접	D00000387		2020-11-02
취소	2022402167	쏘나타 DN8 (G)	2020-12-01 11:10	2020-12-03 12:00	직접	D00000387		2020-12-01
취소	2022402171	쏘나타 DN8 (G)	2020-12-01 11:10	2020-12-03 12:00	직접	D00000387		2020-10-29
취소	2022402172	쏘나타 DN8 (G)	2020-12-01 11:10	2020-12-03 12:00	직접	D00000387		2020-10-29
취소	2022402175	쏘나타 DN8 (G)	2020-12-01 11:10	2020-12-03 12:00	직접	D00000387		2020-10-29
취소	2022402180	INTERACTIVE K5 (G)	2020-12-01 11:10	2020-12-03 12:00	직접	D00000387		2020-10-29
취소	2022402181	INTERACTIVE K5 (G)	2020-12-01 11:10	2020-12-03 12:00	직접	D00000387		2020-10-29
취소	2022402184	INTERACTIVE K5 (G)	2020-12-01 11:10	2020-12-03 12:00	직접	D00000387		2020-10-29
취소	2022402186	INTERACTIVE K5 (G)	2020-12-01 11:10	2020-12-03 12:00	직접	D00000387		2020-10-29
취소	2022402188	INTERACTIVE K5 (G)	2020-12-01 11:10	2020-12-03 12:00	직접	D00000387		2020-10-29
취소	2022402190	INTERACTIVE K5 (G)	2020-12-01 11:10	2020-12-03 12:00	직접	D00000387		2020-10-29
취소	2022402194	INTERACTIVE K5 (G)	2020-12-01 11:10	2020-12-03 12:00	직접	D00000387		2020-10-29
취소	2022402195	INTERACTIVE K5 (G)	2020-12-01 11:10	2020-12-03 12:00	직접	D00000387		2020-10-29
취소	2022540734	쏘나타 DN8 (G)	2020-12-01 11:10	2020-12-03 15:30	홈페이지	113514405	3,000	2020-11-20
취소	2022484372	LF 쏘나타 뉴라이즈 (G)	2020-12-01 11:30	2020-12-03 18:30	모바일	113463691	3,000	2020-11-23
취소	2022556822	아반떼 AD (G) F/L	2020-12-01 11:30	2020-12-03 19:00	홈페이지	113528415	3,000	2020-11-27
취소	2022540188	모닝 어반 (G)	2020-12-01 11:30	2020-12-03 17:30	모바일	113513902	3,000	2020-11-26
취소	2022529105	XM3 1.4 (G)	2020-12-01 11:30	2020-12-03 11:30	제휴사	111554089	3,000	2020-11-20
취소	2022558642	더 뉴 쏘렌토 7인승 (D)	2020-12-01 11:30	2020-12-02 14:30	홈페이지	113110637	3,000	2020-11-30
취소	2022495780	더 뉴 쏘렌토 7인승 (D)	2020-12-01 11:30	2020-12-03 13:30	직접	D00000387	3,000	2020-10-30
취소	2022504608	K7 PREMIER (G) 2.5	2020-12-01 11:30	2020-12-03 16:30	직접	113496762	3,000	2020-11-23
취소	2022553851	INTERACTIVE K5 (G)	2020-12-01 11:40	2020-12-02 14:00	홈페이지	112475716	3,000	2020-11-28
취소	2022549722	올 뉴 아반떼 (G)	2020-12-01 11:50	2020-12-07 12:00	모바일	113520135	3,000	2020-11-23
취소	2022549733	올 뉴 아반떼 (G)	2020-12-01 11:50	2020-12-08 12:00	모바일	113520135	3,000	2020-11-27
취소	2022549636	올 뉴 아반떼 (G)	2020-12-01 11:50	2020-12-08 12:00	모바일	113520135	3,000	2020-11-23
취소	2022540972	스토닉 (D)	2020-12-01 12:00	2020-12-03 17:00	모바일	11927797	3,000	2020-11-19
취소	2022536688	스파크 (G)	2020-12-01 12:00	2020-12-17 12:00	제휴사	112602331	3,000	2020-11-17
취소	2022525303	올 뉴 아반떼 (G)	2020-12-01 12:00	2020-12-04 17:30	모바일	113499549	3,000	2020-11-22
취소	2022529415	카니발 KA4 9인승 (D)	2020-12-01 12:00	2020-12-04 13:00	직접	113504282	3,000	2020-11-23
취소	2022553549	스팅어 2.0 터보 (G)	2020-12-01 12:00	2020-12-05 14:00	홈페이지	110723022	3,000	2020-11-25
취소	2022551868	스파크 (G)	2020-12-01 12:00	2020-12-04 15:00	제휴사	113524098	3,000	2020-11-25
취소	2022554284	올 뉴 모닝 (G)	2020-12-01 12:00	2020-12-03 11:00	제휴사	113526257	3,000	2020-11-30
취소	2022549478	스파크 (G)	2020-12-01 12:00	2020-12-03 12:00	모바일	113522067	3,000	2020-11-26
취소	2022443279	티볼리 (G)	2020-12-01 12:00	2020-12-03 12:30	모바일	113425421		2020-10-20
취소	2022515864	LF 쏘나타 뉴라이즈 (L)	2020-12-01 12:00	2020-12-03 13:00	제휴사	113492491	3,000	2020-11-24
취소	2022543642	ALL NEW K3 (G)	2020-12-01 12:00	2020-12-02 13:00	해외제휴사	D00000387	3,000	2020-12-01
취소	2022559821	LF 쏘나타 뉴라이즈 (L)	2020-12-01 12:00	2020-12-02 16:00	모바일	111149915	3,000	2020-11-30
취소	2022547922	올 뉴 모닝 (G)	2020-12-01 12:00	2020-12-03 16:00	제휴사	113520931	3,000	2020-11-24
취소	2022536607	스파크 (G)	2020-12-01 12:00	2020-12-10 12:00	제휴사	112602331	3,000	2020-11-17
취소	2022553905	LF 쏘나타 뉴라이즈 (L)	2020-12-01 12:00	2020-12-03 15:30	모바일	10873304	3,000	2020-11-29
취소	2022548310	INTERACTIVE K5 (G)	2020-12-01 12:20	2020-12-03 18:20	홈페이지	113520669	3,000	2020-11-23
취소	2022531416	더 뉴 카니발 9인승 (D)	2020-12-01 12:20	2020-12-03 18:40	모바일	113506213	3,000	2020-11-23
취소	2022485517	THE NEW K5 (L)	2020-12-01 12:20	2020-12-04 15:00	제휴사	111473612	3,000	2020-10-26
취소	2022548062	INTERACTIVE K5 (G)	2020-12-01 12:30	2020-12-03 17:30	홈페이지	113520669	3,000	2020-11-23
취소	2022528597	올 뉴 아반떼 (G)	2020-12-01 12:30	2020-12-04 16:00	카드사	111500152	3,000	2020-11-26
취소	2022554195	팰리세이드 4WD 8인승 (D)	2020-12-01 12:30	2020-12-04 19:00	직접	D00000387	3,000	2020-11-26
취소	2022509347	카니발 KA4 9인승 (D)	2020-12-01 12:30	2020-12-04 11:30	홈페이지	109088631	3,000	2020-11-06
취소	2022541329	ALL NEW K3 (G)	2020-12-01 12:30	2020-12-04 11:50	홈페이지	11520528	3,000	2020-11-19
취소	2022546196	INTERACTIVE K5 (G)	2020-12-01 12:30	2020-12-05 15:00	홈페이지	113518984	3,000	2020-11-21
취소	2022559558	그랜저 IG 3.0 (G)	2020-12-01 12:30	2020-12-04 13:30	홈페이지	113519710	3,000	2020-11-30
취소	2022538399	모닝 어반 (G)	2020-12-01 12:30	2020-12-03 13:50	제휴사	113512395	3,000	2020-11-25
취소	2022526190	더 뉴 그랜저 2.5 (G)	2020-12-01 12:30	2020-12-03 15:30	직접	D00000387	3,000	2020-11-23
취소	2022539701	쏘나타 DN8 (G)	2020-12-01 12:40	2020-12-03 18:30	모바일	113513647	3,000	2020-11-26
취소	2022508805	TESLA MODEL 3 (EV)	2020-12-01 12:40	2020-12-03 19:20	홈페이지	111854735	3,000	2020-11-20
취소	2022507185	K7 PREMIER (G) 2.5	2020-12-01 12:50	2020-12-10 10:00	모바일	111172972	3,000	2020-11-04
취소	2022551741	스파크 (G)	2020-12-01 13:00	2020-12-04 9:30	모바일	111164396	3,000	2020-11-24
취소	2022484621	올 뉴 아반떼 (G)	2020-12-01 13:00	2020-12-11 15:00	제휴사	100079598	3,000	2020-10-25
취소	2022484592	올 뉴 아반떼 (G)	2020-12-01 13:00	2020-12-11 15:00	제휴사	100079598	3,000	2020-10-25
취소	2022530198	더 올 뉴 벨로스터 (G)	2020-12-01 13:00	2020-12-03 17:30	홈페이지	113504845	3,000	2020-11-23
취소	2022554658	스파크 (G)	2020-12-01 13:00	2020-12-04 16:00	직접	113519776	3,000	2020-11-28
취소	2022553262	스파크 (G)	2020-12-01 13:00	2020-12-04 12:00	제휴사	D00000387	3,000	2020-11-25
취소	2022545310	올 뉴 모닝 (G)	2020-12-01 13:00	2020-12-04 12:00	홈페이지	113518346	3,000	2020-11-26
취소	2022551925	스파크 (G)	2020-12-01 13:00	2020-12-04 12:00	제휴사	113519776	3,000	2020-11-25
취소	2022507250	THE NEW K5 (G)	2020-12-01 13:00	2020-12-04 13:00	해외제휴사	D00000387	3,000	2020-11-27
취소	2022538528	ALL NEW K3 (G)	2020-12-01 13:00	2020-12-04 15:00	홈페이지	113512572	3,000	2020-11-24
취소	2022476183	쏘나타 DN8 (G)	2020-12-01 13:00	2020-12-03 13:00	직접	113455539	3,000	2020-11-27
취소	2022537572	셀토스 4WD (D)	2020-12-01 13:00	2020-12-02 19:30	직접	112786004	3,000	2020-11-29
취소	2022544770	올 뉴 모닝 (G)	2020-12-01 13:00	2020-12-10 13:00	모바일	113515968	3,000	2020-11-20
취소	2022498448	ALL NEW K3 (G)	2020-12-01 13:00	2020-12-08 13:00	제휴사	113476421	3,000	2020-10-31
취소	2022546269	ALL NEW K3 (G)	2020-12-01 13:00	2020-12-05 19:00	모바일	113519209	3,000	2020-11-29
취소	2022402051	쏘나타 DN8 (G)	2020-12-01 13:00	2020-12-03 16:00	직접	D00000387		2020-10-29
취소	2022402098	INTERACTIVE K5 (G)	2020-12-01 13:00	2020-12-03 16:00	직접	D00000387		2020-10-29
취소	2022402076	INTERACTIVE K5 (G)	2020-12-01 13:00	2020-12-03 16:00	직접	D00000387		2020-10-29
취소	2022402101	INTERACTIVE K5 (G)	2020-12-01 13:00	2020-12-03 16:00	직접	D00000387		2020-10-29
취소	2022402105	INTERACTIVE K5 (G)	2020-12-01 13:00	2020-12-03 16:00	직접	D00000387		2020-10-29
취소	2022549811	ALL NEW K3 (G)	2020-12-01 13:00	2020-12-03 16:00	제휴사	113520931	3,000	2020-11-25
취소	2022402054	쏘나타 DN8 (G)	2020-12-01 13:00	2020-12-03 16:00	직접	D00000387		2020-10-29
취소	2022538012	더 뉴 카니발 9인승 (D)	2020-12-01 13:00	2020-12-03 16:00	홈페이지	112152271	3,000	2020-11-23
취소	2022402091	INTERACTIVE K5 (G)	2020-12-01 13:00	2020-12-03 16:00	직접	D00000387		2020-10-29
취소	2022402050	쏘나타 DN8 (G)	2020-12-01 13:00	2020-12-03 16:00	직접	D00000387		2020-10-29
취소	2022402084	INTERACTIVE K5 (G)	2020-12-01 13:00	2020-12-03 16:00	직접	D00000387		2020-10-29
취소	2022402082	INTERACTIVE K5 (G)	2020-12-01 13:00	2020-12-03 16:00	직접	D00000387		2020-10-29
취소	2022402080	INTERACTIVE K5 (G)	2020-12-01 13:00	2020-12-03 16:00	직접	D00000387		2020-10-29
취소	2022402108	INTERACTIVE K5 (G)	2020-12-01 13:00	2020-12-03 16:00	직접	D00000387		2020-10-29
취소	2022402058	쏘나타 DN8 (G)	2020-12-01 13:00	2020-12-03 16:00	직접	D00000387		2020-10-29
취소	2022402110	INTERACTIVE K5 (G)	2020-12-01 13:00	2020-12-03 16:00	직접	D00000387		2020-10-29
취소	2022402096	INTERACTIVE K5 (G)	2020-12-01 13:00	2020-12-03 16:00	직접	D00000387		2020-10-29
취소	2022402075	INTERACTIVE K5 (G)	2020-12-01 13:00	2020-12-03 16:00	직접	D00000387		2020-10-29
취소	2022402061	쏘나타 DN8 (G)	2020-12-01 13:00	2020-12-03 16:00	직접	D00000387		2020-10-29
취소	2022402062	쏘나타 DN8 (G)	2020-12-01 13:00	2020-12-03 16:00	직접	D00000387		2020-10-29
취소	2022402070	INTERACTIVE K5 (G)	2020-12-01 13:00	2020-12-03 16:00	직접	D00000387		2020-10-29
취소	2022402063	쏘나타 DN8 (G)	2020-12-01 13:00	2020-12-03 16:00	직접	D00000387		2020-10-29
취소	2022402067	INTERACTIVE K5 (G)	2020-12-01 13:00	2020-12-03 16:00	직접	D00000387		2020-10-29
취소	2022542436	스파크 (G)	2020-12-01 13:20	2020-12-08 12:30	여행사	D00000387	3,000	2020-11-24
취소	2022548839	THE NEW K5 (G)	2020-12-01 13:30	2020-12-03 19:30	제휴사	113521624	3,000	2020-11-23
취소	2022555331	스파크 (G)	2020-12-01 13:30	2020-12-03 17:50	모바일	110641093	3,000	2020-11-27
취소	2022541911	제네시스 G80 3.3 (G)	2020-12-01 13:30	2020-12-06 13:30	직접	D00000387	3,000	2020-11-24
취소	2022549868	ALL NEW K3 (G)	2020-12-01 13:30	2020-12-03 13:30	모바일	111642042	3,000	2020-11-25
