상태	계약번호	대여차종	대여일시	반납일시	예약채널	고객번호	총청구액	최종수정일시
취소	2022513873	셀토스 4WD (D)	2020-12-07 13:30	2020-12-10 13:30	제휴사	112031718	3,000	2020-12-05
취소	2022513865	셀토스 4WD (D)	2020-12-07 13:30	2020-12-10 13:30	제휴사	112031718	3,000	2020-11-06
취소	2022513853	셀토스 4WD (D)	2020-12-07 13:30	2020-12-10 13:30	제휴사	112031718	3,000	2020-11-06
취소	2022530483	올 뉴 아반떼 (G)	2020-12-07 13:40	2020-12-11 14:00	제휴사	113505230	3,000	2020-11-13
취소	2022530504	올 뉴 아반떼 (G)	2020-12-07 13:40	2020-12-11 14:00	제휴사	113505230	3,000	2020-11-18
취소	2022475469	올 뉴 아반떼 (G)	2020-12-07 13:50	2020-12-10 13:30	모바일	113126991	3,000	2020-11-26
취소	2022494319	올 뉴 아반떼 (G)	2020-12-07 14:00	2020-12-14 13:00	제휴사	113471477	3,000	2020-10-29
취소	2022495172	INTERACTIVE K5 (G)	2020-12-07 14:00	2020-12-10 15:30	홈페이지	109641064	3,000	2020-10-29
취소	2022494332	올 뉴 아반떼 (G)	2020-12-07 14:00	2020-12-14 13:00	제휴사	113471477	3,000	2020-11-30
취소	2022520904	쏘나타 DN8 (G)	2020-12-07 14:00	2020-12-11 14:00	홈페이지	109258975	3,000	2020-11-22
취소	2022539722	더 올 뉴 벨로스터 (G)	2020-12-07 14:00	2020-12-11 12:00	모바일	110604105	3,000	2020-12-01
취소	2022529902	더 뉴 레이 (G)	2020-12-07 14:00	2020-12-11 18:00	모바일	11294013	3,000	2020-11-30
취소	2022567566	ALL NEW K3 (G)	2020-12-07 14:00	2020-12-11 15:00	모바일	113538091	3,000	2020-12-04
취소	2022484323	올 뉴 아반떼 (G)	2020-12-07 14:00	2020-12-11 18:00	모바일	112257513	3,000	2020-10-25
취소	2022538608	THE NEW K5 (L)	2020-12-07 14:00	2020-12-10 19:00	모바일	113430648	3,000	2020-11-26
취소	2022569605	THE NEW K5 (G)	2020-12-07 14:00	2020-12-11 19:00	홈페이지	100459845	3,000	2020-12-07
취소	2022556537	코나 (EV)	2020-12-07 14:00	2020-12-09 13:00	모바일	113528131	3,000	2020-11-30
취소	2022530695	LF 쏘나타 뉴라이즈 (G)	2020-12-07 14:00	2020-12-09 13:00	모바일	112579873	3,000	2020-11-23
취소	2022567403	ALL NEW K3 (G)	2020-12-07 14:00	2020-12-09 14:00	홈페이지	112151946	3,000	2020-12-04
취소	2022513784	All New G80 2.5 (G)	2020-12-07 14:00	2020-12-09 14:00	모바일	11665634	3,000	2020-11-27
취소	2022532961	더 뉴 레이 (G)	2020-12-07 14:00	2020-12-09 17:00	모바일	113217317	3,000	2020-11-29
취소	2022521730	스파크 (G)	2020-12-07 14:00	2020-12-09 18:30	모바일	113427452	3,000	2020-11-10
취소	2022544677	모닝 어반 (G)	2020-12-07 14:00	2020-12-09 19:30	모바일	113516512	3,000	2020-11-27
취소	2022550401	아반떼 AD (G) F/L	2020-12-07 14:00	2020-12-08 17:30	제휴사	113522737	3,000	2020-11-24
취소	2022562491	아반떼 AD (G) F/L	2020-12-07 14:10	2020-12-11 10:30	모바일	113436913	3,000	2020-12-01
취소	2022564400	아반떼 AD (G) F/L	2020-12-07 14:10	2020-12-11 10:30	모바일	113436913	3,000	2020-12-03
취소	2022568431	모닝 어반 (G)	2020-12-07 14:10	2020-12-08 14:10	제휴사	113368966	3,000	2020-12-06
취소	2022461714	ALL NEW K3 (G)	2020-12-07 14:20	2020-12-09 11:20	제휴사	113437565	3,000	2020-11-19
취소	2022455350	ALL NEW K3 (G)	2020-12-07 14:20	2020-12-09 11:00	제휴사	113437565	3,000	2020-10-12
취소	2022567538	ALL NEW K3 (G)	2020-12-07 14:30	2020-12-11 12:30	모바일	113538169	3,000	2020-12-04
취소	2022567530	ALL NEW K3 (G)	2020-12-07 14:30	2020-12-11 12:30	모바일	113538169	3,000	2020-12-04
취소	2022567525	ALL NEW K3 (G)	2020-12-07 14:30	2020-12-11 12:30	모바일	113538169	3,000	2020-12-04
취소	2022506773	XM3 1.4 (G)	2020-12-07 14:30	2020-12-12 16:00	홈페이지	112902426	3,000	2020-11-24
취소	2022549439	올 뉴 아반떼 (G)	2020-12-07 14:30	2020-12-11 14:30	직접	113519227	3,000	2020-11-29
취소	2022549428	올 뉴 모닝 (G)	2020-12-07 14:30	2020-12-15 11:00	제휴사	112462776	3,000	2020-11-24
취소	2022455326	ALL NEW K3 (G)	2020-12-07 14:30	2020-12-09 11:00	제휴사	113437565	3,000	2020-10-11
취소	2022532564	XM3 1.4 (G)	2020-12-07 14:50	2020-12-10 11:00	모바일	112525016	3,000	2020-11-18
취소	2022536098	스토닉 (D)	2020-12-07 15:00	2020-12-11 14:00	모바일	110956253	3,000	2020-11-28
취소	2022533424	쏘나타 DN8 (G)	2020-12-07 15:00	2020-12-17 11:00	홈페이지	112970021	3,000	2020-11-16
취소	2022523878	모닝 어반 (G)	2020-12-07 15:00	2020-12-21 19:00	홈페이지	112770970	3,000	2020-11-11
취소	2022562397	코나 (G)	2020-12-07 15:00	2020-12-11 11:00	모바일	113534128	3,000	2020-12-03
취소	2022547021	모닝 어반 (G)	2020-12-07 15:00	2020-12-10 19:30	제휴사	113519481	3,000	2020-11-30
취소	2022556020	쏘나타 DN8 (G)	2020-12-07 15:00	2020-12-09 13:00	직접	D00000387	3,000	2020-12-06
취소	2022564172	쏘렌토 MQ4 7인승 4WD (D)	2020-12-07 15:00	2020-12-09 19:00	홈페이지	113535367	3,000	2020-12-02
취소	2022551651	더 올 뉴 벨로스터 (G)	2020-12-07 15:00	2020-12-09 15:00	모바일	111259772	3,000	2020-12-01
취소	2022552832	올 뉴 모닝 (G)	2020-12-07 15:00	2020-12-09 16:00	홈페이지	113523273	3,000	2020-11-27
취소	2022520138	LF 쏘나타 뉴라이즈 (G)	2020-12-07 15:30	2020-12-13 10:00	홈페이지	113495988	3,000	2020-11-10
취소	2022567131	올 뉴 모닝 (G)	2020-12-07 15:30	2020-12-11 11:30	홈페이지	113533409	3,000	2020-12-06
취소	2022522345	ALL NEW K3 (G)	2020-12-07 15:30	2020-12-10 10:00	제휴사	113497779	3,000	2020-11-10
취소	2022537028	LF 쏘나타 뉴라이즈 (L)	2020-12-07 15:30	2020-12-10 14:00	제휴사	113511211	3,000	2020-11-19
취소	2022563636	더 뉴 카니발 하이리무진 9인승 (G)	2020-12-07 15:40	2020-12-09 15:00	모바일	112545362	3,000	2020-12-07
취소	2022564294	베리 뉴 티볼리 (G)	2020-12-07 16:00	2020-12-11 20:00	홈페이지	113535306	3,000	2020-12-04
취소	2022543086	더 뉴 카니발 9인승 (D)	2020-12-07 16:00	2020-12-10 16:00	제휴사	113516585	3,000	2020-11-19
취소	2022546756	니로 (EV)	2020-12-07 16:00	2020-12-10 16:00	직접	113519931	3,000	2020-12-05
취소	2022554916	더 뉴 레이 (G)	2020-12-07 16:00	2020-12-11 13:00	해외제휴사	D00000387	3,000	2020-12-01
취소	2022549754	INTERACTIVE K5 (G)	2020-12-07 16:00	2020-12-13 9:00	홈페이지	113519984	3,000	2020-11-25
취소	2022538126	올 뉴 아반떼 (G)	2020-12-07 16:00	2020-12-11 11:30	모바일	113512254	3,000	2020-11-17
취소	2022542441	올 뉴 모닝 (G)	2020-12-07 16:00	2020-12-10 12:00	모바일	111579999	3,000	2020-11-19
취소	2022542839	모닝 어반 (G)	2020-12-07 16:00	2020-12-10 12:00	모바일	111579999	3,000	2020-11-29
취소	2022557705	그랜저 IG 3.0 (G)	2020-12-07 16:00	2020-12-08 20:00	모바일	111491908	3,000	2020-11-29
취소	2022537129	코나 (G)	2020-12-07 16:30	2020-12-12 18:00	모바일	112965314	3,000	2020-11-18
취소	2022551114	올 뉴 모닝 (G)	2020-12-07 16:30	2020-12-09 16:00	홈페이지	113523273	3,000	2020-11-24
취소	2022569778	더 올 뉴 벨로스터 (G)	2020-12-07 16:40	2020-12-09 13:00	홈페이지	113376574	3,000	2020-12-07
취소	2022485077	셀토스 4WD (D)	2020-12-07 17:00	2020-12-11 20:00	홈페이지	11278319	3,000	2020-12-03
취소	2022538241	더 뉴 레이 (G)	2020-12-07 17:00	2020-12-10 17:00	모바일	111161295	3,000	2020-11-30
취소	2022544110	스파크 (G)	2020-12-07 17:00	2020-12-11 10:30	직접	D00000387	3,000	2020-12-07
취소	2022553238	아반떼 AD (G) F/L	2020-12-07 17:00	2020-12-10 8:00	홈페이지	113525446	3,000	2020-12-11
취소	2022543113	니로 (EV)	2020-12-07 17:00	2020-12-10 11:00	제휴사	113516478	3,000	2020-11-19
취소	2022543119	니로 (EV)	2020-12-07 17:00	2020-12-10 11:00	제휴사	113516478	3,000	2020-11-19
취소	2022570194	쏘나타 DN8 (G)	2020-12-07 17:00	2020-12-09 17:00	직접	D00000387	3,000	2020-12-07
취소	2022567995	더 뉴 그랜저 2.5 (G)	2020-12-07 17:00	2020-12-08 17:00	홈페이지	111679340	3,000	2020-12-05
취소	2022570242	아반떼 AD (G) F/L	2020-12-07 17:00	2020-12-08 20:00	홈페이지	111891629	3,000	2020-12-07
취소	2022534676	제네시스 G80 3.3 (G)	2020-12-07 17:00	2020-12-09 12:30	카드사	112342244	3,000	2020-11-19
취소	2022570898	스파크 (G)	2020-12-07 17:00	2020-12-08 17:00	직접	110393092	3,000	2020-12-07
취소	2022547151	ALL NEW K3 (G)	2020-12-07 17:00	2020-12-08 17:00	제휴사	113223862	3,000	2020-11-22
취소	2022534908	스파크 (G)	2020-12-07 17:10	2020-12-10 9:00	직접	113509183	3,000	2020-11-27
취소	2022552626	올 뉴 아반떼 (G)	2020-12-07 17:20	2020-12-11 8:30	직접	D00000387	3,000	2020-11-26
취소	2022555184	올 뉴 아반떼 (G)	2020-12-07 17:30	2020-12-10 16:30	제휴사	113527044	3,000	2020-11-26
취소	2022533040	더 뉴 카니발 9인승 (D)	2020-12-07 17:30	2020-12-14 10:30	제휴사	113507926	3,000	2020-11-15
취소	2022533075	더 뉴 카니발 9인승 (D)	2020-12-07 17:30	2020-12-14 10:30	제휴사	113507938	3,000	2020-11-17
취소	2022517541	쏘나타 DN8 (G)	2020-12-07 17:30	2020-12-10 14:20	모바일	113493834	3,000	2020-11-17
취소	2022507982	스파크 (G)	2020-12-07 18:00	2020-12-11 12:00	모바일	113305559	3,000	2020-11-16
취소	2022472201	G70 2.0 터보 (G)	2020-12-07 18:00	2020-12-11 16:00	제휴사	112975469	3,000	2020-10-19
취소	2022557645	INTERACTIVE K5 (G)	2020-12-07 18:00	2020-12-09 14:00	홈페이지	111763368	3,000	2020-12-02
취소	2022560163	카니발 KA4 9인승 (D)	2020-12-07 18:00	2020-12-10 13:00	제휴사	113531254	3,000	2020-12-07
취소	2022566768	ALL NEW K3 (G)	2020-12-07 18:00	2020-12-08 19:30	직접	113515351	3,000	2020-12-04
취소	2022546302	올 뉴 아반떼 (G)	2020-12-07 18:00	2020-12-09 11:30	모바일	113186155	3,000	2020-11-28
취소	2022516362	티볼리 (D)	2020-12-07 19:00	2020-12-15 10:00	제휴사	113492879	3,000	2020-11-23
취소	2022545402	아반떼 AD (G) F/L	2020-12-07 19:00	2020-12-10 11:30	제휴사	113518212	3,000	2020-12-06
취소	2022485437	더 뉴 그랜저 2.5 (G)	2020-12-07 20:00	2020-12-10 16:00	모바일	113279691	3,000	2020-11-15
취소	2022498829	INTERACTIVE K5 (G)	2020-12-07 20:00	2020-12-13 16:00	제휴사	111357089	3,000	2020-11-20
취소	2022543175	더 올 뉴 벨로스터 (G)	2020-12-07 20:00	2020-12-12 20:00	모바일	112215498	3,000	2020-11-30
취소	2022552284	ALL NEW K3 (G)	2020-12-07 20:00	2020-12-11 7:00	해외제휴사	D00000387	3,000	2020-12-01
취소	2022542637	LF 쏘나타 뉴라이즈 (G)	2020-12-07 20:00	2020-12-08 20:00	홈페이지	110878152	3,000	2020-12-04
취소	2022482177	더 뉴 카니발 9인승 (D)	2020-12-07 20:20	2020-12-10 18:00	홈페이지	113461312	3,000	2020-11-27
취소	2022482157	더 뉴 카니발 9인승 (D)	2020-12-07 20:20	2020-12-10 18:00	홈페이지	113461312	3,000	2020-10-23
취소	2022536243	스파크 (G)	2020-12-07 21:00	2020-12-12 17:00	제휴사	113510640	3,000	2020-11-17
취소	2022551249	아반떼 AD (G) F/L	2020-12-07 21:00	2020-12-11 7:00	홈페이지	112803933	3,000	2020-11-24
취소	2022557480	LF 쏘나타 뉴라이즈 (G)	2020-12-07 21:40	2020-12-08 21:40	제휴사	113528964	3,000	2020-12-03
취소	2022545517	더 올 뉴 벨로스터 (G)	2020-12-07 22:00	2020-12-09 17:00	모바일	111672663	3,000	2020-11-30
취소	2022561230	스파크 (G)	2020-12-07 22:00	2020-12-08 22:00	제휴사	112333352	3,000	2020-12-04
취소	2022522636	LF 쏘나타 뉴라이즈 (L)	2020-12-08 7:40	2020-12-09 12:30	홈페이지	111759973	3,000	2020-12-03
취소	2022552179	스파크 (G)	2020-12-08 8:00	2020-12-09 8:00	여행사	D00000387	3,000	2020-11-26
취소	2022522419	쏘렌토 MQ4 7인승 4WD (D)	2020-12-08 8:00	2020-12-09 8:00	직접	113267179	3,000	2020-11-29
취소	2022548854	INTERACTIVE K5 (G)	2020-12-08 8:00	2020-12-09 8:00	직접	112573090	3,000	2020-12-07
취소	2022567551	싼타페 TM 4WD 7인승 (D)	2020-12-08 8:00	2020-12-09 8:00	모바일	113481515	3,000	2020-12-04
취소	2022528803	GV80 4WD 7인승 (D)	2020-12-08 8:00	2020-12-10 18:00	직접	D00000387	3,000	2020-12-11
취소	2022566266	더 뉴 카니발 하이리무진 7인승 (D)	2020-12-08 8:00	2020-12-10 18:00	홈페이지	110923459	3,000	2020-12-04
취소	2022546765	아반떼 AD (G) F/L	2020-12-08 8:00	2020-12-10 19:00	제휴사	113519660	3,000	2020-11-27
취소	2022552428	스파크 (G)	2020-12-08 8:00	2020-12-10 8:00	모바일	113465860	3,000	2020-11-25
취소	2022528821	G70 2.0 터보 (G)	2020-12-08 8:00	2020-12-10 18:00	직접	D00000387	3,000	2020-12-11
취소	2022535839	스파크 (G)	2020-12-08 8:00	2020-12-09 19:00	제휴사	113375027	3,000	2020-12-05
취소	2022563623	INTERACTIVE K5 (G)	2020-12-08 8:00	2020-12-10 22:00	제휴사	112581606	3,000	2020-12-02
취소	2022565708	더 뉴 그랜저 2.5 (G)	2020-12-08 8:30	2020-12-09 18:00	모바일	10385330	3,000	2020-12-03
취소	2022564251	더 뉴 레이 (G)	2020-12-08 8:30	2020-12-10 18:00	모바일	113535307	3,000	2020-12-06
취소	2022556249	올 뉴 아반떼 (G)	2020-12-08 8:30	2020-12-09 19:00	직접	113440861	3,000	2020-12-03
취소	2022565965	쏘나타 DN8 (G)	2020-12-08 8:30	2020-12-09 18:00	모바일	10385330	3,000	2020-12-04
취소	2022513456	셀토스 4WD (D)	2020-12-08 8:50	2020-12-10 8:50	제휴사	11722222	3,000	2020-11-06
취소	2022560563	더 뉴 레이 (G)	2020-12-08 9:00	2020-12-09 11:00	홈페이지	112200207	3,000	2020-12-03
취소	2022538207	아반떼 AD (G) F/L	2020-12-08 9:00	2020-12-11 19:30	직접	112979812	3,000	2020-11-18
취소	2022566295	더 뉴 그랜저 2.5 (G)	2020-12-08 9:00	2020-12-10 9:39	직접	113537413	3,000	2020-12-08
취소	2022568137	더 뉴 카니발 리무진 7인승 (D)	2020-12-08 9:00	2020-12-10 19:00	홈페이지	113538827	3,000	2020-12-05
취소	2022550063	셀토스 4WD (D)	2020-12-08 9:00	2020-12-10 13:00	제휴사	112405797	3,000	2020-12-06
취소	2022529077	더 뉴 카니발 11인승 (D)	2020-12-08 9:00	2020-12-10 11:00	직접	113510958	3,000	2020-11-25
취소	2022565450	올 뉴 아반떼 (G)	2020-12-08 9:00	2020-12-10 11:00	모바일	112726167	3,000	2020-12-03
취소	2022532819	아반떼 AD (G) F/L	2020-12-08 9:00	2020-12-10 17:00	제휴사	113507462	3,000	2020-12-03
취소	2022537657	BMW X7 3.0 (D)	2020-12-08 9:00	2020-12-11 7:30	제휴사	113511676	3,000	2020-12-05
취소	2022519918	THE NEW K5 (G)	2020-12-08 9:00	2020-12-11 8:00	모바일	113496142	3,000	2020-11-24
취소	2022525232	G70 2.0 터보 (G)	2020-12-08 9:00	2020-12-11 9:00	제휴사	113077131	3,000	2020-11-11
취소	2022568862	모닝 어반 (G)	2020-12-08 9:00	2020-12-09 18:00	홈페이지	111690200	3,000	2020-12-06
취소	2022548833	모닝 어반 (G)	2020-12-08 9:00	2020-12-10 20:00	모바일	100395284	3,000	2020-11-26
취소	2022569956	THE NEW K5 (G)	2020-12-08 9:30	2020-12-09 9:30	홈페이지	113093115	3,000	2020-12-07
취소	2022562224	더 뉴 카니발 9인승 (D)	2020-12-08 9:30	2020-12-10 17:00	홈페이지	113371881	3,000	2020-12-05
취소	2022509721	더 뉴 카니발 9인승 (D)	2020-12-08 10:00	2020-12-11 15:00	직접	1042212	3,000	2020-11-26
취소	2022538935	올 뉴 모닝 (G)	2020-12-08 10:00	2020-12-09 10:00	제휴사	113512971	3,000	2020-11-18
취소	2022567411	더 뉴 그랜저 2.5 (G)	2020-12-08 10:00	2020-12-09 10:00	홈페이지	111871404	3,000	2020-12-04
취소	2022570330	올 뉴 모닝 (G)	2020-12-08 10:00	2020-12-12 8:00	홈페이지	100089102	3,000	2020-12-07
취소	2022520990	더 뉴 레이 (G)	2020-12-08 10:00	2020-12-12 10:00	제휴사	113496930	3,000	2020-12-02
취소	2022517174	모닝 어반 (G)	2020-12-08 10:00	2020-12-09 16:00	직접	113134534	3,000	2020-11-26
취소	2022525060	INTERACTIVE K5 (G)	2020-12-08 10:00	2020-12-11 16:00	제휴사	113077131	3,000	2020-11-11
취소	2022525137	INTERACTIVE K5 (G)	2020-12-08 10:00	2020-12-11 16:00	제휴사	113077131	3,000	2020-11-11
취소	2022506771	올 뉴 아반떼 (G)	2020-12-08 10:00	2020-12-10 19:00	제휴사	113483855	3,000	2020-11-04
취소	2022567577	더 뉴 카니발 리무진 7인승 (D)	2020-12-08 10:00	2020-12-10 19:00	홈페이지	113538098	3,000	2020-12-04
취소	2022563225	스팅어 2.0 터보 (G)	2020-12-08 10:00	2020-12-09 22:00	모바일	113190915	3,000	2020-12-04
취소	2022483929	LF 쏘나타 뉴라이즈 (L)	2020-12-08 10:00	2020-12-10 20:00	제휴사	113463289	3,000	2020-10-25
취소	2022544155	ALL NEW K3 (G)	2020-12-08 10:00	2020-12-10 22:00	제휴사	111943835	3,000	2020-12-03
취소	2022569963	더 뉴 카니발 9인승 (D)	2020-12-08 10:00	2020-12-09 21:00	모바일	112177575	3,000	2020-12-07
취소	2022569276	아반떼 AD (G) F/L	2020-12-08 10:30	2020-12-09 10:30	모바일	112496467	3,000	2020-12-07
취소	2022563812	ALL NEW K3 (G)	2020-12-08 10:30	2020-12-09 10:30	모바일	113534977	3,000	2020-12-03
취소	2022526370	LF 쏘나타 뉴라이즈 (L)	2020-12-08 10:30	2020-12-11 18:30	모바일	113501848	3,000	2020-11-24
취소	2022517581	베리 뉴 티볼리 (G)	2020-12-08 10:30	2020-12-10 18:00	모바일	113490967	3,000	2020-11-15
취소	2022567581	ALL NEW K3 (G)	2020-12-08 10:30	2020-12-10 9:30	모바일	112503247	3,000	2020-12-08
취소	2022562572	아반떼 AD (G) F/L	2020-12-08 10:30	2020-12-10 9:00	모바일	112503247	3,000	2020-12-03
취소	2022545403	더 뉴 카니발 리무진 7인승 (D)	2020-12-08 10:30	2020-12-10 13:30	제휴사	113517039	3,000	2020-12-06
취소	2022539241	더 뉴 레이 (G)	2020-12-08 10:30	2020-12-11 10:30	제휴사	111777085	3,000	2020-11-26
취소	2022565770	카니발 KA4 9인승 (D)	2020-12-08 11:00	2020-12-09 17:00	제휴사	113536536	3,000	2020-12-03
취소	2022525445	INTERACTIVE K5 (G)	2020-12-08 11:00	2020-12-11 16:00	제휴사	113077131	3,000	2020-11-11
취소	2022525595	INTERACTIVE K5 (G)	2020-12-08 11:00	2020-12-11 18:00	제휴사	113077131	3,000	2020-11-12
취소	2022546770	코나 (G)	2020-12-08 11:00	2020-12-10 16:30	모바일	111330721	3,000	2020-11-26
취소	2022535260	그랜저 IG 3.0 (L)	2020-12-08 11:00	2020-12-11 11:00	모바일	113509602	3,000	2020-11-16
취소	2022485387	올 뉴 아반떼 (G)	2020-12-08 11:00	2020-12-10 15:00	직접	D00000387	3,000	2020-11-16
취소	2022551344	싼타페 TM 4WD 7인승 (D)	2020-12-08 11:00	2020-12-10 15:00	제휴사	110434019	3,000	2020-12-02
취소	2022529119	아반떼 AD (G) F/L	2020-12-08 11:30	2020-12-09 15:30	제휴사	113504228	3,000	2020-12-02
취소	2022546139	더 뉴 레이 (G)	2020-12-08 11:30	2020-12-11 19:30	제휴사	113518867	3,000	2020-11-26
취소	2022568424	코나 (G)	2020-12-08 11:30	2020-12-10 9:30	홈페이지	113538787	3,000	2020-12-05
취소	2022540165	그랜저 IG 3.0 (G)	2020-12-08 11:30	2020-12-10 17:30	홈페이지	113475775	3,000	2020-12-07
취소	2022445309	쏘나타 DN8 (G)	2020-12-08 11:50	2020-12-10 14:00	직접	D00000387		2020-10-29
취소	2022445320	INTERACTIVE K5 (G)	2020-12-08 11:50	2020-12-10 14:00	직접	D00000387		2020-10-29
취소	2022445274	쏘나타 DN8 (G)	2020-12-08 11:50	2020-12-10 14:00	직접	D00000387		2020-11-26
취소	2022445326	INTERACTIVE K5 (G)	2020-12-08 11:50	2020-12-10 14:00	직접	D00000387		2020-10-29
취소	2022445310	INTERACTIVE K5 (G)	2020-12-08 11:50	2020-12-10 14:00	직접	D00000387		2020-10-29
취소	2022445282	쏘나타 DN8 (G)	2020-12-08 11:50	2020-12-10 14:00	직접	D00000387		2020-11-26
취소	2022445332	INTERACTIVE K5 (G)	2020-12-08 11:50	2020-12-10 14:00	직접	D00000387		2020-10-29
취소	2022445314	INTERACTIVE K5 (G)	2020-12-08 11:50	2020-12-10 14:00	직접	D00000387		2020-10-29
취소	2022445336	INTERACTIVE K5 (G)	2020-12-08 11:50	2020-12-10 14:00	직접	D00000387		2020-10-29
취소	2022445318	INTERACTIVE K5 (G)	2020-12-08 11:50	2020-12-10 14:00	직접	D00000387		2020-10-29
취소	2022445287	쏘나타 DN8 (G)	2020-12-08 11:50	2020-12-10 14:00	직접	D00000387		2020-11-26
취소	2022445304	쏘나타 DN8 (G)	2020-12-08 11:50	2020-12-10 14:00	직접	D00000387		2020-10-29
취소	2022525057	LF 쏘나타 뉴라이즈 (L)	2020-12-08 12:00	2020-12-15 12:30	모바일	113500379	3,000	2020-11-27
취소	2022545863	더 올 뉴 벨로스터 (G)	2020-12-08 12:00	2020-12-11 15:00	홈페이지	113352233	3,000	2020-12-02
취소	2022559152	더 뉴 싼타페 4WD 7인승 (D)	2020-12-08 12:00	2020-12-11 15:00	카드사	110794374	3,000	2020-12-08
취소	2022565882	더 뉴 카니발 9인승 (D)	2020-12-08 12:00	2020-12-09 18:00	홈페이지	113535367	3,000	2020-12-03
취소	2022562576	더 뉴 레이 (G)	2020-12-08 12:00	2020-12-11 20:00	제휴사	113531464	3,000	2020-12-02
취소	2022560581	더 뉴 레이 (G)	2020-12-08 12:00	2020-12-11 20:00	제휴사	113531464	3,000	2020-12-01
취소	2022562193	더 뉴 레이 (G)	2020-12-08 12:00	2020-12-11 20:00	제휴사	113531464	3,000	2020-12-01
취소	2022560590	더 뉴 레이 (G)	2020-12-08 12:00	2020-12-11 20:00	제휴사	113531472	3,000	2020-12-01
취소	2022562189	더 뉴 레이 (G)	2020-12-08 12:00	2020-12-11 20:00	제휴사	113531464	3,000	2020-12-01
취소	2022560842	더 뉴 레이 (G)	2020-12-08 12:00	2020-12-11 20:00	제휴사	113531464	3,000	2020-12-01
취소	2022562171	더 뉴 레이 (G)	2020-12-08 12:00	2020-12-11 20:00	제휴사	113531464	3,000	2020-12-01
취소	2022562272	더 뉴 레이 (G)	2020-12-08 12:00	2020-12-11 21:00	제휴사	113533861	3,000	2020-12-02
취소	2022553467	G70 2.0 터보 (G)	2020-12-08 12:00	2020-12-09 12:00	모바일	113471068	3,000	2020-11-29
취소	2022568865	더 올 뉴 벨로스터 (G)	2020-12-08 12:00	2020-12-09 12:00	모바일	112496467	3,000	2020-12-06
취소	2022502213	코나 (EV)	2020-12-08 12:00	2020-12-12 19:00	직접	D00000387	3,000	2020-11-09
취소	2022502205	쏘나타 DN8 (G)	2020-12-08 12:00	2020-12-12 19:00	직접	D00000387	3,000	2020-11-09
취소	2022548859	INTERACTIVE K5 (G)	2020-12-08 12:00	2020-12-14 17:30	모바일	113470143	3,000	2020-11-23
취소	2022526892	INTERACTIVE K5 (G)	2020-12-08 12:00	2020-12-11 18:00	모바일	113501061	3,000	2020-11-12
취소	2022473111	셀토스 4WD (D)	2020-12-08 12:00	2020-12-11 19:00	제휴사	113453203	3,000	2020-11-27
취소	2022507036	스팅어 2.0 터보 (G)	2020-12-08 12:00	2020-12-10 18:00	모바일	110791748	3,000	2020-11-11
취소	2022531756	LF 쏘나타 뉴라이즈 (G)	2020-12-08 12:00	2020-12-10 17:00	홈페이지	112614255	3,000	2020-12-01
취소	2022538136	니로 (EV)	2020-12-08 12:00	2020-12-10 14:30	모바일	112747228	3,000	2020-11-19
취소	2022539188	THE NEW K5 (G)	2020-12-08 12:00	2020-12-09 19:00	해외제휴사	D00000387	3,000	2020-11-18
취소	2022542957	더 올 뉴 벨로스터 (G)	2020-12-08 12:00	2020-12-10 15:00	제휴사	113516519	3,000	2020-12-05
취소	2022458950	코나 (G)	2020-12-08 12:20	2020-12-10 14:30	홈페이지	113346523	3,000	2020-11-21
취소	2022536006	더 뉴 카니발 하이리무진 7인승 (D)	2020-12-08 12:30	2020-12-11 18:00	모바일	113168928	3,000	2020-11-17
취소	2022565396	올 뉴 모닝 (G)	2020-12-08 12:30	2020-12-11 8:30	제휴사	113536468	3,000	2020-12-07
취소	2022566510	팰리세이드 4WD 8인승 (D)	2020-12-08 12:30	2020-12-10 16:00	모바일	11979387	3,000	2020-12-04
취소	2022528919	LF 쏘나타 뉴라이즈 (G)	2020-12-08 12:30	2020-12-10 14:30	모바일	113503690	3,000	2020-11-13
취소	2022530379	더 뉴 그랜저 2.5 (G)	2020-12-08 12:40	2020-12-10 16:20	모바일	113492953	3,000	2020-11-26
취소	2022542172	LF 쏘나타 뉴라이즈 (L)	2020-12-08 12:40	2020-12-10 14:40	모바일	113503690	3,000	2020-12-07
취소	2022542686	쏘나타 DN8 (G)	2020-12-08 13:00	2020-12-11 13:00	모바일	111812652	3,000	2020-12-05
취소	2022521326	더 뉴 그랜드 스타렉스 9인승 (D)	2020-12-08 13:00	2020-12-22 14:00	제휴사	112980990	3,000	2020-11-10
취소	2022491802	G90 3.8 (G)	2020-12-08 13:00	2020-12-11 16:00	홈페이지	10889883	3,000	2020-11-26
취소	2022566093	코나 (G)	2020-12-08 13:00	2020-12-14 13:30	제휴사	113402463	3,000	2020-12-04
취소	2022529352	더 올 뉴 벨로스터 (G)	2020-12-08 13:00	2020-12-10 19:00	모바일	113282169	3,000	2020-12-04
취소	2022543033	코나 (G)	2020-12-08 13:00	2020-12-10 13:30	모바일	113244359	3,000	2020-11-25
취소	2022545026	올 뉴 아반떼 (G)	2020-12-08 13:00	2020-12-10 13:00	모바일	113516456	3,000	2020-11-28
취소	2022512463	쏘울 부스터 (G)	2020-12-08 13:00	2020-12-10 18:00	홈페이지	112535348	3,000	2020-11-30
취소	2022537767	니로 (EV)	2020-12-08 13:00	2020-12-10 16:30	카드사	111747297	3,000	2020-12-02
