seasonality,lead_time_vec,discount,util_add,util_rate_add
1,-36,68.53414096916299,1.0814977973568283,0.010468454809046283
1,-35,67.6265560165975,1.0179806362378976,0.00958563660438487
1,-34,70.39066193853427,1.0673758865248226,0.010471215366127525
1,-33,69.12985685071574,1.1063394683026584,0.010067231100358075
1,-32,69.62451171874999,1.141059027777778,0.010609789608645908
1,-31,69.7325289089995,1.1986760516172281,0.011280521693298861
1,-30,70.11623711340208,1.2082388316151205,0.011351592997182764
1,-29,70.43108141549119,1.314928235585251,0.012359379505024432
1,-28,70.83333458121193,1.5060490915443747,0.014194002789399012
1,-27,72.06755397811301,1.6399240855762593,0.015441090255096239
1,-26,71.56336429308567,1.7359391124871,0.016670618179489137
1,-25,71.0186723973257,1.6181152499204075,0.015325469943947855
1,-24,71.23653671487459,1.7355434453527094,0.01640004496441124
1,-23,71.7380701754386,1.7725146198830408,0.01659834221774948
1,-22,71.96694972393963,1.795200111950741,0.01683853000726817
1,-21,72.18945415096495,1.8772315480948576,0.017777247387504087
1,-20,72.02898533927947,2.075239575239575,0.01956307020296858
1,-19,72.03252831761186,2.1098183505701407,0.019947570051877396
1,-18,71.58766201119143,2.1161387631975868,0.020146081606797622
1,-17,72.60972692965436,2.161851851851852,0.02076384636971396
1,-16,72.81796060322655,2.184101654846336,0.020931630728349204
1,-15,73.1600980972099,2.274499654934437,0.02180746751541138
1,-14,72.84688044774748,2.5628345108113884,0.02422789841129548
1,-13,72.59800312875079,2.745316718587747,0.02584328753766045
1,-12,72.52853986291485,2.890993265993266,0.02699116891488124
1,-11,72.67134464477316,3.0490634920634916,0.02849145976552019
1,-10,72.73085546639018,3.1744007718870604,0.029561085822123072
1,-9,73.01786349396768,3.352327719705769,0.031287738356721106
1,-8,73.13500503600751,3.820235404896422,0.0356280437406129
1,-7,73.20463082694425,4.545349258052841,0.04243635834446513
1,-6,73.13703491639721,5.3025035958288385,0.0494806563245792
1,-5,72.97163743576678,5.500017777777778,0.050859447236138576
1,-4,73.01355014850128,5.846189458689456,0.05351202444129516
1,-3,73.3866055227512,7.191002126528444,0.06483516848907209
1,-2,74.15315990571462,9.064387125220465,0.07973377981121353
1,-1,74.82090177485335,9.911115584183214,0.0860511332110157
1,0,76.05657674617342,7.868823768823765,0.06624396972816911
2,-36,66.595,1.11,0.010447131035987598
2,-35,68.31914893617021,1.0260047281323879,0.010039037545251588
2,-34,66.72413793103448,1.0675287356321839,0.01012614917257307
2,-33,68.51994301994301,1.050807217473884,0.010705350104241385
2,-32,71.08447488584476,1.150875190258752,0.011298505872758647
2,-31,73.21948356807512,1.1330203442879498,0.010858070814158368
2,-30,70.98933102652826,1.2298154555940024,0.012347417447882158
2,-29,69.62180483592402,1.280116580310881,0.012627042166335112
2,-28,71.39761904761906,1.4934689153439156,0.014715299435303137
2,-27,71.35746268656715,1.5576285240464345,0.015403926150684626
2,-26,70.95833333333334,1.5589339339339339,0.01495592309355226
2,-25,72.49912280701754,1.7865497076023396,0.017681335452452422
2,-24,72.60854875283447,1.7592592592592593,0.017020964873239876
2,-23,72.1724358974359,1.9423076923076923,0.01859491556475431
2,-22,71.8089065255732,2.051183127572016,0.019828898868414893
2,-21,71.60379537953796,1.638613861386139,0.01611699611843329
2,-20,70.7609375,1.8032407407407407,0.017903510635853413
2,-19,72.99986522911053,2.310796645702306,0.02312017651956541
2,-18,73.65092816787731,2.520715630885122,0.024961300883956445
2,-17,72.95412448443943,2.603346456692914,0.02538566016525865
2,-16,72.65507976275693,2.6031277340332455,0.02523131291041542
2,-15,72.40010476190476,2.5651111111111113,0.02478530561960378
2,-14,71.80237060041408,2.3642512077294686,0.022950702839624533
2,-13,71.5067608663403,2.4488577362409134,0.0242098917962034
2,-12,71.51794496487122,3.0737704918032787,0.03017847874269286
2,-11,72.13611411622584,3.7795763389288566,0.036452427374000985
2,-10,72.49031231540236,4.305461073318217,0.041154938468557285
2,-9,72.39702195635417,4.587899543378995,0.043231805849528855
2,-8,72.61452357698487,4.683956916099773,0.044349937361828976
2,-7,73.6220825647195,4.3839080459770114,0.04167158649218793
2,-6,72.94536792297211,4.0426311728395055,0.03922529466818173
2,-5,73.30441038865962,5.48856209150327,0.05340109655765403
2,-4,73.13549643009318,6.836236559139785,0.06530219411763481
2,-3,72.87856275060697,7.216243561442237,0.06776356093830908
2,-2,73.07870206536657,7.243588280060883,0.06703994884422872
2,-1,72.39153010264845,7.667773892773893,0.06909847576015117
2,0,73.75695133857964,5.830341880341878,0.05059672352369134
3,-36,53.125514403292186,1.2525720164609055,0.010996246779355914
3,-35,54.91836734693877,1.0821995464852607,0.009729881584407013
3,-34,56.26023391812865,1.1123294346978556,0.009706503832933621
3,-33,51.96246246246247,1.1711711711711712,0.009684117925106796
3,-32,55.38931297709924,1.1785411365564038,0.009814993704432845
3,-31,57.35760073260074,1.2744200244200246,0.011366978067486004
3,-30,59.91904761904762,1.3253968253968256,0.011602378739170313
3,-29,58.86488314883151,1.48969864698647,0.012589273198741558
3,-28,59.138273453093795,1.6685795076513643,0.014476155874776781
3,-27,57.26609195402298,1.5651340996168581,0.014145872896795343
3,-26,58.49404761904761,1.7202380952380951,0.015211236919391734
3,-25,59.23419540229885,2.207854406130268,0.019831835434197795
3,-24,59.53295540438396,2.3509700176366843,0.020946307193198614
3,-23,59.3457671957672,2.40652557319224,0.02149724391589127
3,-22,60.097358630952385,2.1032986111111107,0.01871366433726335
3,-21,61.59401041666666,2.099392361111111,0.019378250278496875
3,-20,60.572051282051284,2.087179487179487,0.019329649551394424
3,-19,58.898239436619725,2.2812989045383407,0.02092130003608326
3,-18,61.61082539682542,2.3722222222222222,0.02144983212722168
3,-17,60.907603174603175,2.6066666666666665,0.023162703904566595
3,-16,61.51136415919024,2.935587761674718,0.0262950341647533
3,-15,61.90276690584909,2.9341704718417048,0.02623750404130486
3,-14,62.17528195488722,2.6659356725146197,0.024042760662323238
3,-13,61.16582830315224,2.8755868544600935,0.02560332119314874
3,-12,62.42321523505734,3.609283625730994,0.0325261967864813
3,-11,62.50870521796448,3.7616598079561046,0.034349340030332735
3,-10,62.58337841915428,4.01021711366539,0.036687244037549076
3,-9,63.629565672422814,4.291997354497354,0.038945575054268176
3,-8,62.78800321962916,4.327050264550264,0.039487879846027404
3,-7,63.06898763381323,3.92312661498708,0.03600603374268975
3,-6,63.35705419078913,3.8725568942436417,0.03540238846137041
3,-5,64.17290901946073,4.659003831417624,0.04197354295334728
3,-4,63.432797662108015,5.478799489144317,0.04917816909603447
3,-3,63.8932034083133,5.688797313797315,0.05021505845286762
3,-2,63.415770983614934,6.699999999999999,0.05876589127180055
3,-1,61.83764441747036,6.633763227513229,0.056836091539476975
3,0,63.897031388956265,5.4628136200716835,0.045945303417805845
4,-36,36.912363067292645,1.2528690662493478,0.010244925675291672
4,-35,31.892857142857142,1.156547619047619,0.00909175366052854
4,-34,36.89125295508274,1.2015366430260048,0.009511030159647946
4,-33,35.829475308641975,1.2391975308641976,0.009982405689696282
4,-32,38.41660280970627,1.6273946360153255,0.013262672718379444
4,-31,34.59082133744763,1.956170703575548,0.015730516307239886
4,-30,33.45831052601569,2.243667679837893,0.01787355295299469
4,-29,35.309591568990705,2.3831211880137895,0.01934911811496129
4,-28,35.98972040678306,2.5379769618430528,0.021805428481671385
4,-27,35.79987497282017,2.583333333333333,0.023173232683283997
4,-26,35.137698412698406,2.647407407407407,0.025049777372504117
4,-25,35.81669841269841,2.6985185185185183,0.025307778645354606
4,-24,36.13409297052154,2.982539682539683,0.028024824614706182
4,-23,35.606923558897236,2.8399122807017543,0.025599184819442636
4,-22,35.11081081081081,2.8029279279279273,0.02435008061405549
4,-21,35.06040100250626,2.7269736842105265,0.023001343219366574
4,-20,37.66869369369368,2.826201201201201,0.02369543022062802
4,-19,38.12183055040198,2.7792207792207795,0.02363973884196008
4,-18,39.13684041184041,3.4786036036036045,0.029865560650089374
4,-17,38.212777200277195,3.489864864864865,0.03059236674755251
4,-16,37.998960761460765,3.507478632478633,0.031059138930225966
4,-15,37.21380044456966,3.48539886039886,0.031258249524742286
4,-14,39.66370975515713,3.781432748538012,0.03442034242478497
4,-13,39.68490417461006,3.7661411411411407,0.03467547385461043
4,-12,37.77391049121818,2.9704415954415953,0.026999478753864724
4,-11,39.54714285714286,3.034074074074074,0.027041641412900445
