seasonality,lead_time_vec,discount,util_add,util_rate_add
1,-36,68.34895833333333,1.001880787037037,0.042941325167887595
1,-35,68.58666666666667,1.034814814814815,0.04882621082621077
1,-34,71.58823529411765,0.9977124183006536,0.050631149895855744
1,-33,69.625,1.0137108262108263,0.04943659142377083
1,-32,70.2560975609756,1.0478319783197834,0.047020459215581095
1,-31,70.07677902621722,1.0490012484394509,0.04793969381984353
1,-30,71.50956632653062,1.0749007936507937,0.05386389522231391
1,-29,71.3582337317397,1.101925630810093,0.05722015276298191
1,-28,71.06727613689641,1.1059931239256136,0.055233747603649554
1,-27,70.44544364508394,1.1698641087130297,0.0560055252501295
1,-26,70.80025445292623,1.2064673452078032,0.059530232984431386
1,-25,72.48611111111111,1.189373897707231,0.058961761342713664
1,-24,72.14185750636132,1.2224342663273962,0.06267153824405726
1,-23,71.76515151515153,1.259129759129759,0.061834532988379064
1,-22,71.86059670781893,1.246570644718793,0.061501121763467365
1,-21,71.19646182495345,1.2669149596523899,0.06038240416732032
1,-20,69.88948306595364,1.1758764111705289,0.056595936742995505
1,-19,70.54541446208113,1.1734273956496177,0.057612738036018414
1,-18,69.91337099811676,1.2116290018832394,0.06038050801468875
1,-17,71.00686813186813,1.2156593406593406,0.06082268870730406
1,-16,71.51165803108809,1.2689263097294186,0.06347021094430418
1,-15,71.84722222222223,1.285785785785786,0.062348543598543554
1,-14,72.10734549138803,1.2840425531914894,0.06268362646022217
1,-13,72.09537389100124,1.3342839036755387,0.06669624383502713
1,-12,72.01218708827406,1.3511198945981553,0.06768696279565849
1,-11,71.72609289617486,1.307718579234973,0.06488929255322694
1,-10,71.8248366013072,1.3193355119825705,0.06355002114806038
1,-9,72.09296969696969,1.3953535353535353,0.0676714581714582
1,-8,72.32272202998846,1.422722029988466,0.0689591422290385
1,-7,71.59339250493097,1.5006163708086788,0.0722417443941114
1,-6,71.47787274453944,1.580009496676163,0.07485038966520469
1,-5,72.15273944805195,1.6131234217171717,0.07731854372479392
1,-4,71.8853623188406,1.7250402576489534,0.08235532315242483
1,-3,71.76967104390503,1.8067780872794794,0.08644789827937494
1,-2,71.88728483477823,1.8019935502785107,0.08670100128543427
1,-1,72.92132034632034,1.7613952020202022,0.08456696659821684
1,0,74.21629072681705,1.3039636127355427,0.06240587818073196
2,-36,69.11666666666666,1.0472222222222223,0.04637820512820511
2,-35,65.85714285714286,0.9417989417989419,0.03785103785103785
2,-34,70.3157894736842,1.0526315789473684,0.046322537112010835
2,-33,72.48,1.0155555555555555,0.04421367521367525
2,-32,69.09756097560975,1.0230352303523036,0.04133703356264329
2,-31,71.74117647058823,1.0062091503267974,0.04124434389140269
2,-30,71.10097323600974,1.1447688564476883,0.04961865992887884
2,-29,71.95375,1.0669444444444447,0.051861645299145345
2,-28,72.86171761280931,1.0915817564289179,0.05161173938466514
2,-27,70.3170731707317,1.0880758807588076,0.04736988395524984
2,-26,70.58695652173913,1.2016908212560389,0.05195559271646231
2,-25,71.4469696969697,1.3330176767676767,0.05983310670810671
2,-24,72.02127659574468,1.2080378250591017,0.05510698914954236
2,-23,72.13071895424837,1.1372549019607843,0.05444947209653092
2,-22,71.08163265306122,1.1791383219954648,0.05663337984766556
2,-21,69.37878787878788,1.1275252525252524,0.052034770784770805
2,-20,71.29545454545455,1.0542929292929293,0.05090650090650092
2,-19,72.89855072463769,1.2391304347826086,0.058807134894091416
2,-18,72.60166666666667,1.3072222222222223,0.05644586894586896
2,-17,72.17138364779875,1.3679245283018868,0.05858732462506049
2,-16,72.33333333333333,1.2245370370370372,0.05501068376068374
2,-15,70.99056603773585,1.1968029350104823,0.05615828092243188
2,-14,71.19005847953217,1.1971247563352827,0.053185759984005605
2,-13,70.69811320754717,1.150733752620545,0.04829624254152558
2,-12,70.96517412935323,1.4038142620232172,0.05937938512565377
2,-11,72.27350427350427,1.5776353276353277,0.069778654394039
2,-10,72.10337552742617,1.6223628691983125,0.07026623751307295
2,-9,71.9780701754386,1.5815058479532165,0.06603782426150845
2,-8,72.32179487179488,1.5356125356125356,0.06341040251296656
2,-7,72.52160493827161,1.5171467764060356,0.06514851746333226
2,-6,72.45670995670994,1.6060606060606062,0.07013634513634509
2,-5,71.72282608695652,1.6938405797101448,0.07476658305462648
2,-4,72.23812056737589,1.6985815602836878,0.07689276838213004
2,-3,72.616501650165,1.8391089108910892,0.08213766889509458
