seasonality,lead_time_vec,cnt_cum,disc_mean
1,-36,0.011413379054995624,67.0079365079365
1,-35,0.012324594855748426,70.46045197740112
1,-34,0.015324980398731066,70.91929824561403
1,-33,0.012979266064422967,69.22323943661972
1,-32,0.018423138894237082,70.45956416464891
1,-31,0.020362001184971983,70.57866019214705
1,-30,0.026656878345573072,71.25031155901944
1,-29,0.033087108526759855,71.76272941052557
1,-28,0.04022810652129427,71.76442595626912
1,-27,0.04889715369158786,72.86194349903114
1,-26,0.05396506509749666,72.3429029600389
1,-25,0.05303335682375921,72.44114571585007
1,-24,0.05285774116080164,72.3269256060079
1,-23,0.05786149339154106,73.20231312158688
1,-22,0.05553170543017986,71.79796040216468
1,-21,0.0602724817194692,72.37165150670585
1,-20,0.0673428322478697,72.79791840592652
1,-19,0.07177763121831342,72.97934950654734
1,-18,0.07088591349784815,72.62829538301672
1,-17,0.0795066068998945,71.97201805975979
1,-16,0.07586215250017452,72.50165478687192
1,-15,0.08049055356002091,73.53581811154841
1,-14,0.08536751950312571,73.38372655835073
1,-13,0.08681216774880902,73.91279568666357
1,-12,0.0970072112631432,73.32618001835891
1,-11,0.1009866571654961,73.1898306648433
1,-10,0.10931422039979409,73.33895894782901
1,-9,0.11378279202181414,73.66854431333451
1,-8,0.11402518642538977,74.06458863067176
1,-7,0.12623492057022287,73.75252497214971
1,-6,0.13808711906512205,73.7724353420205
1,-5,0.14756190093702082,73.93436310343517
1,-4,0.16290056111573029,74.04743577941046
1,-3,0.17415764480737514,73.78854433401762
1,-2,0.18744840587347952,73.84863164141683
1,-1,0.21766321868315316,73.82590496954656
1,0,0.273777710313439,74.55778574848009
2,-36,0.010070639006557495,68.75
2,-35,0.011684229056321544,66.44
2,-34,0.01430622314237534,68.20588235294117
2,-33,0.016367848484443257,69.59343434343435
2,-32,0.01897439758157453,70.92682926829268
2,-31,0.02557697941699474,71.52241379310345
2,-30,0.027152037410648065,68.26881930854532
2,-29,0.032011804802876596,68.43716433942
2,-28,0.048062844385267256,70.0584807704373
2,-27,0.047764650217595815,69.29583400138955
2,-26,0.05838823166259203,67.17555343207516
2,-25,0.05707927818440961,68.856635099318
2,-24,0.05772106895390809,71.93149760592942
2,-23,0.06398071601732924,70.48780844155843
2,-22,0.06872081125461908,68.22864459036333
2,-21,0.07087242607407944,70.06525756525755
2,-20,0.07309009481008515,69.49576471147901
2,-19,0.07763002061141645,68.7632359888174
2,-18,0.08580221899290785,69.76543649105962
2,-17,0.09552891925910255,68.1317500690621
2,-16,0.09835821035379609,70.09422219250901
2,-15,0.10593067377063099,68.9224924127924
2,-14,0.10782630714434123,70.21957156422343
2,-13,0.12469177701129773,71.17279932768942
2,-12,0.12011164874760295,68.81064127435305
2,-11,0.1307152751125083,69.32178784293926
2,-10,0.13019736180083413,70.01900508237206
2,-9,0.1441983072323548,70.49321704009563
2,-8,0.14691337288937337,70.45402175877015
2,-7,0.1681892721853842,70.56832770302601
2,-6,0.1774648984340928,71.16645908153093
2,-5,0.1804548161147695,70.92971207210847
2,-4,0.19505219731857107,71.31281102851544
2,-3,0.19772924686636456,71.22624588015798
2,-2,0.20855880848168282,71.17048689677159
2,-1,0.23489155271656975,70.87389975072173
2,0,0.27219845585933955,71.88577714785512
3,-36,0.012917111907349243,50.69308943089432
3,-35,0.021082112504910197,50.96290322580645
3,-34,0.024151029198012514,51.93241167434715
3,-33,0.02737884134054678,46.91220238095239
3,-32,0.037816746405297495,50.19008437550105
3,-31,0.04295232378055098,52.65563336445688
3,-30,0.05131583369615914,52.73463563913744
3,-29,0.055329610637059636,52.54639695274222
3,-28,0.0733364270327606,51.090558058343184
3,-27,0.07884067409559445,56.637450049950054
3,-26,0.08141334191443744,49.03353877482167
3,-25,0.09303349731485488,52.73056475688056
3,-24,0.0729060705406235,52.368950378430014
3,-23,0.08107652516736574,55.40236749161908
3,-22,0.09071464393071282,52.437842883560954
3,-21,0.08786890093536676,53.28181197109769
3,-20,0.11601118519001906,57.319740728555566
3,-19,0.10110928753890151,51.345404890135285
3,-18,0.10845597107236911,55.0835544393089
3,-17,0.10432013071659488,51.826399379112374
3,-16,0.1224287750024764,49.14808403549077
3,-15,0.12237831977625727,52.726284226904845
3,-14,0.12098312277836958,56.66423486380791
3,-13,0.11844969262166997,51.631748107946414
3,-12,0.12564788712668207,54.72874029674523
3,-11,0.12301082865220729,54.662741507765425
3,-10,0.14509264927997134,54.23535968320933
3,-9,0.13909153332124496,56.1747887871055
3,-8,0.15653958711080995,57.710403714908765
3,-7,0.16831865552193362,56.42256767185717
3,-6,0.17179710427396752,55.892043517084794
3,-5,0.16621599842535767,58.47442599181305
3,-4,0.19484793387993263,59.05881508796021
3,-3,0.1886477767696059,58.49712772952634
3,-2,0.21806923658902946,55.96194692945009
3,-1,0.22179846648689577,56.88996613065336
3,0,0.22889627771285523,59.74001620824557
4,-36,0.01070954697668541,35.63492063492063
4,-35,0.013988474423774266,30.962500000000002
4,-34,0.019919818753396504,36.2344298245614
4,-33,0.023986808728001394,33.55555555555555
4,-32,0.03596820281411014,33.40767306523885
4,-31,0.04763012359518913,34.107899590864065
4,-30,0.07245005214561456,30.833445922934477
4,-29,0.09160346399768488,35.17119187979278
4,-28,0.10974735489366468,35.40873576377018
4,-27,0.14819335921503107,37.271497156776064
4,-26,0.1250837742504409,33.69283479634644
4,-25,0.14596554021218622,33.84406828565669
4,-24,0.13245206522007957,36.0587019692898
4,-23,0.15321880187721257,33.69326627381059
4,-22,0.14896833197216502,33.67191247240192
4,-21,0.17053908617124405,31.58044987017462
4,-20,0.15840338289825007,36.001929777516324
4,-19,0.1472396609716011,37.451592200953556
4,-18,0.14017224594229385,40.02604442948307
4,-17,0.14922581347640534,39.89832896814515
4,-16,0.16597932545337826,36.678748963239805
4,-15,0.17461464117810865,36.94304100284192
4,-14,0.17013319112105993,39.30093686809795
4,-13,0.18830324722481576,40.11633870012335
4,-12,0.186149714443741,39.46495237435487
4,-11,0.195773465093735,39.24411665653132
4,-10,0.210024574265487,35.96627917707644
4,-9,0.21567133905505786,40.05410333592224
4,-8,0.1803899864039183,44.806579117858774
4,-7,0.21186523010348848,40.25844766859208
4,-6,0.1987370602288315,42.22936244854511
