seasonality,lead_time_vec,cnt_cum,disc_mean
1,-36,0.012072943542302319,63.41860465116279
1,-35,0.014988755966997816,67.58108108108108
1,-34,0.019098207132082764,68.4517543859649
1,-33,0.01815584817311476,70.50875706214688
1,-32,0.019833641213203832,71.98099017384732
1,-31,0.022527173917399074,70.71741071428572
1,-30,0.029241138110342173,70.73371991807474
1,-29,0.03209356860205738,71.67984709982476
1,-28,0.04252426105939321,72.23140685567152
1,-27,0.04818876751815361,73.42008923227411
1,-26,0.04918458586196142,71.88055958980328
1,-25,0.058831304043850445,73.72303315117256
1,-24,0.05666043397279095,71.99048006731832
1,-23,0.062149968419099484,73.11503496730681
1,-22,0.06351549004045805,71.79447944945065
1,-21,0.06341110951493764,71.416766468532
1,-20,0.07111783376327226,71.87654341481411
1,-19,0.07264773738495801,72.32173108885537
1,-18,0.06843901478891212,71.7898882717873
1,-17,0.07705498755361788,72.22702991452992
1,-16,0.0858642996801274,72.28745154144661
1,-15,0.08375771278183129,73.5022991278338
1,-14,0.08836901006849336,72.47352703326841
1,-13,0.09853881636459162,73.17666452961883
1,-12,0.09505936069328327,73.3615006117666
1,-11,0.10478360619056336,73.77252314310212
1,-10,0.10939988535038449,73.4175292363488
1,-9,0.12424332611555355,73.84768964986802
1,-8,0.11944540930629036,74.93022568152482
1,-7,0.12871622653269246,74.18298771882435
1,-6,0.1436941195101813,74.57444205646193
1,-5,0.1544940351963292,74.82663877339382
1,-4,0.16910726025585648,74.54835322124384
1,-3,0.18595553858642422,74.84927590172198
1,-2,0.2109196845081756,74.61791554239647
1,-1,0.23976602395188784,74.87792983021409
1,0,0.2907480083014507,75.64315468831788
2,-36,0.014844979020060448,66.5701754385965
2,-35,0.01799870486149337,69.35714285714286
2,-34,0.017031052698580934,70.06349206349206
2,-33,0.01912191808285641,72.62878787878789
2,-32,0.017999703195746734,66.3974358974359
2,-31,0.02116379408909847,69.27350427350427
2,-30,0.02289174871683086,70.61033333333333
2,-29,0.030038823813727817,70.8136574074074
2,-28,0.04267064131238917,69.65401785714289
2,-27,0.05488157624005692,70.20393374741201
2,-26,0.05352915757284094,68.47950680272108
2,-25,0.0600111890564851,70.96253753753753
2,-24,0.05588652282051599,71.2202857142857
2,-23,0.05620844727620294,68.08883526383526
2,-22,0.06087039981540709,71.07291412291413
2,-21,0.06648109116168346,71.68365552072449
2,-20,0.07196890254171404,72.16485776128634
2,-19,0.0796114149202624,71.2168793195109
2,-18,0.08020329141101658,69.39849902082044
2,-17,0.07794332607254406,70.36783044733045
2,-16,0.08848850418036489,69.94919851805444
2,-15,0.09611539910009272,69.88631595677049
2,-14,0.09098159010978188,68.9107383546159
2,-13,0.09736081694017339,70.61935841338637
2,-12,0.11386932904720333,70.96903222902255
2,-11,0.11886950472544573,70.51203675646784
2,-10,0.12380917125759344,70.3015531760785
2,-9,0.14297144826410907,70.51451736623548
2,-8,0.15094280388106218,70.09326565867217
2,-7,0.15465127792741487,71.19728116961892
2,-6,0.16211177881883457,71.0515507323466
2,-5,0.18020687126083373,71.06203869677846
2,-4,0.19197203675071717,70.36995320122264
2,-3,0.2056797743807686,70.99828725584432
2,-2,0.22503460055079347,71.03162954424033
2,-1,0.24468455030314773,70.99400099610313
2,0,0.2749241938964158,71.5521611078245
3,-36,0.015071311107306418,46.854166666666664
3,-35,0.020963526335475192,54.45833333333333
3,-34,0.02738017652841121,42.68333333333334
3,-33,0.033443871660648106,53.68981481481482
3,-32,0.034010484256414876,54.29901960784314
3,-31,0.05166154146076747,58.139197530864195
3,-30,0.03385293569889371,55.78903061224489
3,-29,0.04693094144461007,57.459321323837464
3,-28,0.0550832285208065,54.58098041414367
3,-27,0.07226607496931356,57.72285714285714
3,-26,0.08146087086520001,58.19109848484849
3,-25,0.0647652089541517,56.6666225749559
3,-24,0.07250847517437038,53.47427721088435
3,-23,0.07890637211834663,61.560119047619054
3,-22,0.06723565544564096,56.61958015529444
3,-21,0.0813784328144276,51.982127938894855
3,-20,0.06851342056329068,54.40339506172839
3,-19,0.0751862361881543,53.08485644257703
3,-18,0.086891440686488,55.68340482269055
3,-17,0.09656956279356332,56.974343434343425
3,-16,0.1153470282830311,55.32740406523301
3,-15,0.10296740899806517,56.38120577074827
3,-14,0.11664157286741818,54.56651869039777
3,-13,0.1349140515828157,53.09534444803086
3,-12,0.1265839393964608,55.68639808467395
3,-11,0.14213859613288432,56.50864350147772
3,-10,0.15013136799095406,54.323931298353074
3,-9,0.14959463007518567,54.37641753028641
3,-8,0.16201720731551136,56.83979600413074
3,-7,0.15355795176201703,54.014450096472146
3,-6,0.17880448101271165,56.27933374143288
3,-5,0.1672161779721344,56.37387413337963
3,-4,0.19658577875342348,56.327239327725344
3,-3,0.20162237420270737,59.061955372378094
3,-2,0.21271275429193304,59.946925291889016
3,-1,0.23843010281095775,59.51412778670715
3,0,0.29563127741956235,60.198580491591166
4,-36,0.01553426780512658,35.76576576576577
4,-35,0.026553792571992963,35.41666666666667
4,-34,0.027094514254921317,34.78508771929825
4,-33,0.0308312115233065,34.060256410256414
4,-32,0.04590319691432611,29.185997732426305
4,-31,0.048937330874533044,35.71904217375916
4,-30,0.08319907339030555,32.846096562928416
4,-29,0.09622444790548125,32.828537240448135
4,-28,0.11143114859512863,35.07601668830812
4,-27,0.09586385034572152,35.68263855392002
4,-26,0.12324156356598978,31.974537317840884
4,-25,0.13477104381897728,32.656036795806536
4,-24,0.11175021238425906,33.13384690671648
4,-23,0.1448712643657087,32.98017247639797
4,-22,0.13229409228795738,35.36003731071666
4,-21,0.12666220139344783,35.105601155918755
4,-20,0.14593441331381832,34.305646003559325
4,-19,0.15188687834306813,33.028352441863916
4,-18,0.15599653697389065,33.71880234127803
4,-17,0.16722312642739165,33.60533800267586
4,-16,0.14870240157875625,39.853621031989455
4,-15,0.13378515138788813,35.33150796750447
4,-14,0.1414940939439735,39.55741606131629
4,-13,0.1514201381412822,37.986292935929555
4,-12,0.17123743417441,37.46618503543082
4,-11,0.18000275531355028,38.36701690889219
4,-10,0.18740655719653698,38.35750148801705
4,-9,0.2017430963192697,37.55163733661932
4,-8,0.19967476783380805,37.31426245383085
4,-7,0.21693895982221323,40.479968327354285
4,-6,0.21197457402146114,38.07632015446177
4,-5,0.21753567488139847,38.28186221328425
4,-4,0.23126550452045574,39.84094028680767
4,-3,0.23626522078202483,38.51977740058253
4,-2,0.26230897730692043,41.67522027324967
4,-1,0.2984509218826216,38.495776750629794
4,0,0.2990110666839659,38.273866935146536
