예약경로	예약경로명	계약번호	고객구분	고객구분명	총 청구액(VAT포함)	예약모델	예약모델명	차급	대여일	대여시간	반납일	반납시간	대여기간(일)	대여기간(시간)	CDW요금	할인유형	할인유형명	적용할인명	적용할인율(%)	회원등급	구매목적	생성일	차종
10	직접	2022402021	2	개인	147200	1HDN001	쏘나타 DN8 (G)	2.0급	2020-12-01	13:00:00	2020-12-03	15:11:00	2	3	64800	KA03	이벤트할인	롯데제이티비(동양생명전용)	80.00	비회원	단기	2020-09-09	SONATA DN8 (G) 2.0 프리미엄
10	직접	2022402023	2	개인	147200	1HDN001	쏘나타 DN8 (G)	2.0급	2020-12-01	13:00:00	2020-12-03	14:22:00	2	2	64800	KA03	이벤트할인	롯데제이티비(동양생명전용)	80.00	비회원	단기	2020-09-09	SONATA DN8 (G) 2.0 프리미엄
10	직접	2022402043	2	개인	147200	1HDN001	쏘나타 DN8 (G)	2.0급	2020-12-01	13:00:00	2020-12-03	13:36:00	2	1	64800	KA03	이벤트할인	롯데제이티비(동양생명전용)	80.00	비회원	단기	2020-09-09	SONATA DN8 (G) 2.0 프리미엄
10	직접	2022402046	2	개인	147200	1HDN001	쏘나타 DN8 (G)	2.0급	2020-12-01	13:00:00	2020-12-03	14:58:00	2	2	64800	KA03	이벤트할인	롯데제이티비(동양생명전용)	80.00	비회원	단기	2020-09-09	SONATA DN8 (G) 2.0 프리미엄
10	직접	2022402116	2	개인	137600	1HDN001	쏘나타 DN8 (G)	2.0급	2020-12-01	11:10:00	2020-12-03	9:54:00	1	23	64800	KA03	이벤트할인	롯데제이티비(동양생명전용)	80.00	비회원	단기	2020-09-09	SONATA DN8 (G) 2.0 프리미엄
10	직접	2022402117	2	개인	155600	1HDN001	쏘나타 DN8 (G)	2.0급	2020-12-01	11:10:00	2020-12-03	10:50:00	2	0	82800	KA03	이벤트할인	롯데제이티비(동양생명전용)	80.00	비회원	단기	2020-09-09	SONATA DN8 (G) 2.0 프리미엄
10	직접	2022402165	2	개인	137600	1KK5201	INTERACTIVE K5 (G)	2.0급	2020-12-01	11:10:00	2020-12-03	10:11:00	2	0	64800	KA03	이벤트할인	롯데제이티비(동양생명전용)	90.00	비회원	단기	2020-09-09	INTERACTIVE K5 (G) 2.0 프레스티지
21	카드사	2022402919	2	개인	285600	1KCN602	더 뉴 카니발 리무진 7인승 (D)	SUV/RV	2020-12-05	8:00:00	2020-12-07	18:35:00	2	11	93600	KA01	업체할인	비씨카드(주)	62.00	일반회원	단기	2020-09-09	THE NEW CARNIVAL (D) 2.2 프레지던트 리무진 7인승
11	홈페이지	2022405056	2	개인	256080	1KCN600	더 뉴 카니발 9인승 (D)	승합	2020-12-02	8:30:00	2020-12-04	15:13:00	2	7	71000	KA02	회원할인	골드회원	68.00	골드회원	단기	2020-09-10	THE NEW CARNIVAL (D) 2.2 럭셔리 9인승
12	제휴사	2022405291	2	개인	181800	1HGN701	G70 2.0 터보 (G)	2.0급	2020-12-06	12:30:00	2020-12-08	12:29:00	2	0	67200	KA01	업체할인	해비치호텔앤드리조트 주식회사	80.00	일반회원	단기	2020-09-10	GENESIS G70 (G) 2.0 T ELITE
12	제휴사	2022405920	2	개인	366400	1HGN701	G70 2.0 터보 (G)	2.0급	2020-12-06	9:00:00	2020-12-10	16:10:00	4	8	156000	KA01	업체할인	해비치호텔앤드리조트 주식회사	80.00	일반회원	단기	2020-09-11	GENESIS G70 (G) 2.0 T ELITE
13	모바일	2022406115	2	개인	604600	1KSR925	쏘렌토 MQ4 7인승 4WD (D)	SUV/RV	2020-12-06	14:00:00	2020-12-12	8:53:00	5	19	187200	KA02	회원할인	골드회원	68.00	골드회원	단기	2020-09-11	SORENTO MQ4 (D) 2.2 프레스티지 7인승 4WD
13	모바일	2022408379	2	개인	561120	1TSM301	TESLA MODEL 3 (EV)	전기차	2020-12-06	15:00:00	2020-12-10	15:08:00	4	1	124000	KA02	회원할인	골드회원	68.00	골드회원	단기	2020-09-12	TESLA MODEL 3 (E) LONG RANGE
13	모바일	2022408534	2	개인	939800	1HGV007	GV80 4WD 7인승 (D)	SUV/RV	2020-12-12	22:30:00	2020-12-17	15:30:00	4	17	244800	KA02	회원할인	일반회원	65.00	일반회원	단기	2020-09-13	GENESIS GV80 (D) 3.0 4WD 7인승
13	모바일	2022408897	2	개인	281400	1RXM300	XM3 1.4 (G)	SUV/RV	2020-12-07	12:00:00	2020-12-11	12:01:00	4	1	71400	KA02	회원할인	일반회원	65.00	일반회원	단기	2020-09-13	XM3 TCE260 (G) 1.4 RE
13	모바일	2022409261	2	개인	335950	1KST110	셀토스 4WD (D)	SUV/RV	2020-12-07	12:00:00	2020-12-11	18:06:00	4	7	89200	KA02	회원할인	일반회원	65.00	일반회원	단기	2020-09-13	SELTOS (D) 1.6 프레스티지 4WD
13	모바일	2022409379	2	개인	305400	1RXM300	XM3 1.4 (G)	SUV/RV	2020-12-07	14:00:00	2020-12-11	13:36:00	4	0	95400	KA02	회원할인	일반회원	65.00	일반회원	단기	2020-09-13	XM3 TCE260 (G) 1.4 RE
12	제휴사	2022409534	2	개인	143400	1KST110	셀토스 4WD (D)	SUV/RV	2020-12-11	13:00:00	2020-12-13	11:25:00	1	23	38400	KA03	이벤트할인	아시아나항공(인터넷)	65.00	골드회원	단기	2020-09-14	SELTOS (D) 1.6 프레스티지 4WD
10	직접	2022409794	2	개인	521600	1TSM301	TESLA MODEL 3 (EV)	전기차	2020-12-12	20:00:00	2020-12-16	14:41:00	3	19	99200	KA03	이벤트할인	롯데백화점VIP+/VIP	68.00	일반회원	장기	2020-09-14	TESLA MODEL 3 (E) STANDARD RANGE PLUS
10	직접	2022410416	2	개인	236500	1HAV151	올 뉴 아반떼 (G)	1.6급	2020-12-14	14:00:00	2020-12-19	14:00:00	5	0	111500	KA04	쿠폰할인	P2014059140901	80.00	일반회원	단기	2020-09-14	ALL NEW AVANTE (G) 1.6 MODERN
11	홈페이지	2022411339	2	개인	153400	1HCO010	코나 (EV)	전기차	2020-12-02	18:30:00	2020-12-04	11:34:00	1	18	62400	KA02	회원할인	일반회원	70.00	일반회원	단기	2020-09-14	KONA ELECTRIC (E) PREMIUM
11	홈페이지	2022412264	2	개인	328600	1RXM300	XM3 1.4 (G)	SUV/RV	2020-12-14	15:00:00	2020-12-18	20:00:00	4	5	89200	KA02	회원할인	일반회원	65.00	일반회원	단기	2020-09-15	XM3 TCE260 (G) 1.4 RE
11	홈페이지	2022412674	2	개인	501900	1HGN801	제네시스 G80 3.3 (G)	3.0급	2020-12-13	11:00:00	2020-12-16	15:28:00	3	5	133100	KA02	회원할인	일반회원	65.00	일반회원	단기	2020-09-15	GENESIS G80 (G) 3.3 LUXURY
13	모바일	2022413363	2	개인	381700	1HGN701	G70 2.0 터보 (G)	2.0급	2020-12-02	14:00:00	2020-12-05	16:07:00	3	3	124800	KA02	회원할인	일반회원	65.00	일반회원	단기	2020-09-15	GENESIS G70 (G) 2.0 T ELITE
12	제휴사	2022414126	2	개인	299500	1HAV140	아반떼 AD (G) F/L	1.6급	2020-12-06	11:30:00	2020-12-12	11:58:00	6	1	78400	KA03	이벤트할인	KT멤버십	70.00	일반회원	단기	2020-09-16	THE NEW AVANTE AD (G) 1.6 SMART F/L
13	모바일	2022414341	2	개인	119400	1KST110	셀토스 4WD (D)	SUV/RV	2020-12-11	20:00:00	2020-12-13	16:28:00	1	21	38400	KA02	회원할인	골드회원	73.00	골드회원	단기	2020-09-16	SELTOS (D) 1.6 프레스티지 4WD
11	홈페이지	2022415292	2	개인	107600	1KCN603	더 뉴 카니발 하이리무진 7인승 (D)	SUV/RV	2020-12-05	16:00:00	2020-12-06	16:07:00	1	1	0	KA02	회원할인	골드회원	68.00	골드회원	단기	2020-09-16	THE NEW CARNIVAL (D) 2.2 하이리무진 VIP 7인승
10	직접	2022415500	2	개인	695800	1HAV151	올 뉴 아반떼 (G)	1.6급	2020-12-11	14:00:00	2020-12-30	15:00:00	19	1	97600	KA03	이벤트할인	롯데카드	70.00	일반회원	단기	2020-09-16	ALL NEW AVANTE (G) 1.6 MODERN
13	모바일	2022415774	2	개인	387700	1HAV151	올 뉴 아반떼 (G)	1.6급	2020-12-06	12:10:00	2020-12-12	14:48:00	6	3	95800	KA02	회원할인	일반회원	65.00	일반회원	단기	2020-09-16	ALL NEW AVANTE (G) 1.6 MODERN
12	제휴사	2022415855	2	개인	237800	1TIV101	티볼리 (G)	SUV/RV	2020-12-07	20:00:00	2020-12-11	19:10:00	4	0	71400	KA03	이벤트할인	경찰공제회	68.00	비회원	장기	2020-09-16	TIVOLI (G) 1.6 아머 VX
11	홈페이지	2022415941	2	개인	205200	1KCN600	더 뉴 카니발 9인승 (D)	승합	2020-12-04	21:00:00	2020-12-06	19:28:00	1	23	51200	KA02	회원할인	일반회원	65.00	일반회원	단기	2020-09-16	THE NEW CARNIVAL (D) 2.2 럭셔리 9인승
11	홈페이지	2022415949	2	개인	213000	1KCN600	더 뉴 카니발 9인승 (D)	승합	2020-12-04	21:00:00	2020-12-06	19:27:00	1	23	64000	KA02	회원할인	비회원	65.00	비회원	단기	2020-09-16	THE NEW CARNIVAL (D) 2.2 럭셔리 9인승
12	제휴사	2022416254	2	개인	156800	1HGN701	G70 2.0 터보 (G)	2.0급	2020-12-16	14:00:00	2020-12-18	14:00:00	2	0	67200	KA01	업체할인	해비치호텔앤드리조트 주식회사	80.00	일반회원	단기	2020-09-17	GENESIS G70 (G) 2.0 T ELITE
11	홈페이지	2022417145	2	개인	207050	1KK3010	ALL NEW K3 (G)	1.6급	2020-12-04	9:00:00	2020-12-07	12:05:00	3	4	57600	KA02	회원할인	일반회원	65.00	일반회원	단기	2020-09-17	ALL NEW K3 (G) 1.6 럭셔리
13	모바일	2022418018	2	개인	561200	1TSM301	TESLA MODEL 3 (EV)		2020-12-25	14:00:00	2020-12-29	14:00:00	4	0	99200	KA02	회원할인	일반회원	65.00	일반회원	장기	2020-09-18	
26	해외제휴사	2022418664	1	법인	182400	1KMO100	올 뉴 모닝 (G)		2020-12-15	13:00:00	2020-12-19	13:00:00	4	0	38400	KA01	업체할인	Hertz	0.00		장기	2020-09-18	
12	제휴사	2022418770	2	개인	351600	1TSM301	TESLA MODEL 3 (EV)	전기차	2020-12-04	8:00:00	2020-12-06	16:44:00	2	9	74400	KA03	이벤트할인	롯데ON	70.00	일반회원	단기	2020-09-18	TESLA MODEL 3 (E) LONG RANGE
11	홈페이지	2022420781	2	개인	138400	1KSU100	쏘울 부스터 (G)	SUV/RV	2020-12-03	13:30:00	2020-12-05	11:00:00	1	22	38400	KA02	회원할인	일반회원	65.00	일반회원	단기	2020-09-19	SOUL BOOSTER (G) 1.6 노블레스
11	홈페이지	2022421255	2	개인	394250	1KSR925	쏘렌토 MQ4 7인승 4WD (D)		2020-12-22	11:00:00	2020-12-26	14:00:00	4	3	156000	KA02	회원할인	일반회원	75.00	일반회원	장기	2020-09-20	
13	모바일	2022421305	2	개인	272880	1HAV151	올 뉴 아반떼 (G)	1.6급	2020-12-13	14:00:00	2020-12-17	17:00:00	4	3	89200	KA02	회원할인	골드회원	68.00	골드회원	단기	2020-09-20	ALL NEW AVANTE (G) 1.6 MODERN
13	모바일	2022421480	2	개인	326300	1KK3010	ALL NEW K3 (G)	1.6급	2020-12-06	16:00:00	2020-12-11	18:32:00	5	3	86400	KA02	회원할인	일반회원	65.00	일반회원	단기	2020-09-20	K3 SMARTSTREAM (G) 1.6 럭셔리
11	홈페이지	2022421502	2	개인	164200	1HBB101	더 올 뉴 벨로스터 (G)	1.6급	2020-12-05	16:00:00	2020-12-08	15:12:00	3	0	43200	KA02	회원할인	일반회원	65.00	일반회원	단기	2020-09-20	THE ALL-NEW VELOSTER (G) 1.4 MODERN
11	홈페이지	2022421658	2	개인	336400	1KST110	셀토스 4WD (D)	SUV/RV	2020-12-13	21:00:00	2020-12-17	16:00:00	3	19	71400	KA02	회원할인	일반회원	70.00	일반회원	단기	2020-09-20	SELTOS (D) 1.6 프레스티지 4WD
13	모바일	2022421784	2	개인	319850	1KK5201	INTERACTIVE K5 (G)		2020-12-20	12:00:00	2020-12-25	18:00:00	5	6	86400	KA02	회원할인	일반회원	65.00	일반회원	장기	2020-09-21	
10	직접	2022421840	2	개인	48100	1STE002	스팅어 2.0 터보 (G)		2020-12-30	14:00:00	2021-01-03	14:00:00	4	0	35500	KA03	이벤트할인	롯데그룹 임직원	80.00	골드회원	장기	2020-09-21	
11	홈페이지	2022422166	2	개인	303000	1HCO001	코나 (G)		2020-12-20	13:00:00	2020-12-26	15:00:00	6	2	0	KA02	회원할인	일반회원	65.00	일반회원	장기	2020-09-21	
21	카드사	2022422363	2	개인	177840	1HNG001	더 뉴 그랜저 2.5 (G)		2020-12-18	19:00:00	2020-12-21	19:00:00	3	0	0	KA01	업체할인	비씨카드(주)	62.00	비회원	장기	2020-09-21	
11	홈페이지	2022422396	2	개인	252260	1HCO001	코나 (G)		2020-12-20	10:30:00	2020-12-23	15:30:00	3	5	97900	KA02	회원할인	골드회원	68.00	골드회원	장기	2020-09-21	
26	해외제휴사	2022422626	1	법인	240000	1HLN002	LF 쏘나타 뉴라이즈 (G)		2020-12-20	11:00:00	2020-12-23	11:00:00	3	0	72000	KA01	업체할인	Hertz	0.00		장기	2020-09-21	
13	모바일	2022423753	2	개인	219200	1KCN600	더 뉴 카니발 9인승 (D)	승합	2020-12-05	16:30:00	2020-12-07	15:49:00	2	0	51200	KA02	회원할인	일반회원	65.00	일반회원	단기	2020-09-21	THE NEW CARNIVAL (D) 2.2 럭셔리 9인승
13	모바일	2022423908	2	개인	682100	1HGN703	G70 3.3 터보 (G)	3.0급	2020-12-07	10:00:00	2020-12-12	14:42:00	5	5	200600	KA02	회원할인	일반회원	65.00	일반회원	장기	2020-09-21	GENESIS G70 (G) 3.3 T SPORT PRESTIGE
10	직접	2022425646	2	개인	250150	1HGN701	G70 2.0 터보 (G)		2020-12-21	15:00:00	2020-12-27	19:00:00	6	4	48200	KA02	회원할인	일반회원	65.00	일반회원	장기	2020-09-22	
13	모바일	2022425987	2	개인	419200	1HCO001	코나 (G)		2020-12-21	11:00:00	2020-12-26	16:30:00	5	6	146900	KA02	회원할인	일반회원	65.00	일반회원	장기	2020-09-22	
13	모바일	2022427945	2	개인	158700	1CSP100	스파크 (G)		2020-12-23	12:30:00	2020-12-27	12:30:00	4	0	35500	KA02	회원할인	일반회원	65.00	일반회원	장기	2020-09-24	
10	직접	2022428131	2	개인	93600	1HGN701	G70 2.0 터보 (G)		2020-12-21	12:30:00	2020-12-24	11:00:00	2	23	93600	KA03	이벤트할인	장기거래처_Biz골드	70.00	일반회원	장기	2020-09-24	
12	제휴사	2022428769	1	법인	156800	1HGN701	G70 2.0 터보 (G)		2020-12-20	14:00:00	2020-12-22	14:00:00	2	0	67200	KA01	업체할인	해비치호텔앤드리조트 주식회사	80.00		장기	2020-09-24	
13	모바일	2022429367	2	개인	142700	1TSM301	TESLA MODEL 3 (EV)	전기차	2020-12-06	10:00:00	2020-12-07	10:00:00	1	0	27200	KA02	회원할인	일반회원	65.00	일반회원	단기	2020-09-24	TESLA MODEL 3 (E) LONG RANGE
11	홈페이지	2022429692	2	개인	113280	1HAV151	올 뉴 아반떼 (G)		2020-12-24	8:30:00	2020-12-25	20:00:00	1	12	38400	KA02	회원할인	골드회원	68.00	골드회원	장기	2020-09-25	
13	모바일	2022429783	2	개인	530900	1HGV007	GV80 4WD 7인승 (D)		2020-12-24	17:30:00	2020-12-27	12:00:00	2	19	146900	KA02	회원할인	골드회원	68.00	골드회원	장기	2020-09-25	
10	직접	2022429788	2	개인	751660	1HGN901	G90 3.8 (G)		2020-12-24	12:00:00	2020-12-27	13:30:00	3	2	237100	KA02	회원할인	골드회원	68.00	골드회원	장기	2020-09-25	
13	모바일	2022429834	2	개인	587900	1HGV007	GV80 4WD 7인승 (D)		2020-12-24	15:00:00	2020-12-27	15:00:00	3	0	146900	KA02	회원할인	일반회원	65.00	일반회원	장기	2020-09-25	
12	제휴사	2022429995	2	개인	169200	1KK3010	ALL NEW K3 (G)		2020-12-24	22:30:00	2020-12-27	19:30:00	2	21	61200	KA03	이벤트할인	롯데면세점	70.00	일반회원	장기	2020-09-25	
12	제휴사	2022430469	2	개인	0	1BWX701	BMW X7 3.0 (D)		2020-12-24	19:00:00	2020-12-27	19:00:00	3	0	0	KA03	이벤트할인	[제주] BMW럭셔리클래스전용	70.00	비회원	장기	2020-09-25	
10	직접	2022430500	2	개인	518300	1KCN700	카니발 KA4 9인승 (D)		2020-12-24	11:00:00	2020-12-27	18:00:00	3	7	94700	KA02	회원할인	일반회원	40.00	일반회원	장기	2020-09-25	
12	제휴사	2022430542	2	개인	418100	1HGN801	제네시스 G80 3.3 (G)	3.0급	2020-12-13	12:40:00	2020-12-16	23:00:00	3	11	133100	KA01	업체할인	(주)호텔롯데 롯데리조트제주	75.00	일반회원	단기	2020-09-25	GENESIS G80 (G) 3.3 LUXURY
10	직접	2022430543	2	개인	360440	1KST110	셀토스 4WD (D)		2020-12-24	16:30:00	2020-12-29	18:00:00	5	2	107000	KA03	이벤트할인	LG유플러스멤버십	68.00	일반회원	장기	2020-09-25	
11	홈페이지	2022430561	2	개인	226800	1HAV151	올 뉴 아반떼 (G)		2020-12-24	11:30:00	2020-12-27	14:30:00	3	3	71400	KA02	회원할인	일반회원	65.00	일반회원	장기	2020-09-25	
10	직접	2022430746	2	개인	201000	1KK5201	INTERACTIVE K5 (G)	2.0급	2020-12-13	8:00:00	2020-12-14	17:32:00	1	10	48000	KA02	회원할인	일반회원	65.00	일반회원	단기	2020-09-25	INTERACTIVE K5 (G) 2.0 프레스티지
13	모바일	2022431160	2	개인	314700	1KCN600	더 뉴 카니발 9인승 (D)	승합	2020-12-09	19:00:00	2020-12-13	13:48:00	3	19	94700	KA02	회원할인	일반회원	75.00	일반회원	단기	2020-09-25	THE NEW CARNIVAL (D) 2.2 럭셔리 9인승
12	제휴사	2022431276	2	개인	236100	1HBB101	더 올 뉴 벨로스터 (G)		2020-12-25	12:30:00	2020-12-29	18:30:00	4	6	72000	KA03	이벤트할인	롯데면세점	70.00	일반회원	장기	2020-09-26	
13	모바일	2022431476	2	개인	438800	1KCN603	더 뉴 카니발 하이리무진 7인승 (D)		2020-12-25	9:30:00	2020-12-27	18:00:00	2	9	115400	KA02	회원할인	일반회원	65.00	일반회원	장기	2020-09-26	
12	제휴사	2022431485	2	개인	217800	1KK5201	INTERACTIVE K5 (G)		2020-12-24	18:00:00	2020-12-27	12:00:00	2	18	64800	KA03	이벤트할인	KT멤버십	70.00	일반회원	장기	2020-09-26	
11	홈페이지	2022431513	2	개인	173200	1RXM300	XM3 1.4 (G)		2020-12-25	13:00:00	2020-12-27	15:00:00	2	2	53500	KA02	회원할인	일반회원	65.00	일반회원	장기	2020-09-26	
11	홈페이지	2022431780	2	개인	1047500	1HSF700	더 뉴 싼타페 4WD 7인승 (D)	SUV/RV	2020-12-08	14:00:00	2020-12-29	14:00:00	21	0	279700	KA02	회원할인	일반회원	80.00	일반회원	단기	2020-09-26	THE NEW SANTAFE (D) 2.2 프리미엄 7인승 4WD
13	모바일	2022431861	2	개인	268760	1KSR925	쏘렌토 MQ4 7인승 4WD (D)		2020-12-25	12:00:00	2020-12-27	16:30:00	2	5	93600	KA02	회원할인	골드회원	68.00	골드회원	장기	2020-09-26	
13	모바일	2022431927	2	개인	182900	1KST110	셀토스 4WD (D)		2020-12-25	9:00:00	2020-12-27	16:30:00	2	8	53500	KA02	회원할인	골드회원	68.00	골드회원	장기	2020-09-26	
11	홈페이지	2022431943	2	개인	494200	1HBB101	더 올 뉴 벨로스터 (G)		2020-12-23	14:30:00	2021-01-02	13:10:00	9	23	112000	KA02	회원할인	일반회원	65.00	일반회원	장기	2020-09-26	
11	홈페이지	2022432075	2	개인	113400	1TIV302	베리 뉴 티볼리 (G)	SUV/RV	2020-12-08	20:00:00	2020-12-10	16:10:00	1	21	38400	KA02	회원할인	일반회원	75.00	일반회원	단기	2020-09-26	VERY NEW TIVOLI (G) 1.5 V7
13	모바일	2022432226	2	개인	547300	1HGV007	GV80 4WD 7인승 (D)		2020-12-25	11:00:00	2020-12-27	15:00:00	2	4	146900	KA02	회원할인	일반회원	65.00	일반회원	장기	2020-09-27	
11	홈페이지	2022432245	2	개인	836800	1TSM301	TESLA MODEL 3 (EV)	전기차	2020-12-05	20:30:00	2020-12-11	11:34:00	5	16	148800	KA02	회원할인	일반회원	65.00	일반회원	장기	2020-09-27	TESLA MODEL 3 (E) STANDARD RANGE PLUS
13	모바일	2022432341	2	개인	348900	1HGN801	제네시스 G80 3.3 (G)		2020-12-25	12:30:00	2020-12-27	15:30:00	2	3	99800	KA02	회원할인	일반회원	65.00	일반회원	장기	2020-09-27	
13	모바일	2022432373	2	개인	952600	1KCN600	더 뉴 카니발 9인승 (D)		2020-12-24	21:00:00	2021-01-04	6:40:00	10	10	198000	KA02	회원할인	일반회원	65.00	일반회원	장기	2020-09-27	
13	모바일	2022432642	2	개인	218380	1KST110	셀토스 4WD (D)		2020-12-24	12:00:00	2020-12-26	16:00:00	2	4	53500	KA03	이벤트할인	LG유플러스멤버십	68.00	일반회원	장기	2020-09-27	
12	제휴사	2022433120	2	개인	0	1BWX701	BMW X7 3.0 (D)		2020-12-23	10:30:00	2020-12-25	19:00:00	2	9	0	KA03	이벤트할인	[제주] BMW럭셔리클래스전용	70.00	비회원	장기	2020-09-28	
11	홈페이지	2022433350	2	개인	682150	1HGN701	G70 2.0 터보 (G)		2020-12-27	11:00:00	2021-01-02	17:00:00	6	6	168000	KA02	회원할인	일반회원	65.00	일반회원	장기	2020-09-28	
12	제휴사	2022433392	1	법인	295100	1KCN600	더 뉴 카니발 9인승 (D)		2020-12-23	10:00:00	2020-12-26	12:00:00	3	2	94700	KA01	업체할인	해비치호텔앤드리조트 주식회사	80.00		장기	2020-09-28	
10	직접	2022433522	2	개인	503000	1KK9021	THE K9 3.8 (G)	3.0급(고급)	2020-12-01	19:30:00	2020-12-05	14:27:00	3	19	199000	KA03	이벤트할인	장기거래처_Biz골드	80.00	일반회원	단기	2020-09-28	THE K9 (G) 3.8 플래티넘 베스트셀렉션Ⅰ
10	직접	2022433538	2	개인	294150	1HIG001	그랜저 IG 3.0 (G)		2020-12-25	11:00:00	2020-12-27	15:30:00	2	5	93600	KA02	회원할인	일반회원	65.00	일반회원	장기	2020-09-28	
13	모바일	2022433697	2	개인	525600	1HSF700	더 뉴 싼타페 4WD 7인승 (D)	SUV/RV	2020-12-14	9:00:00	2020-12-18	18:00:00	4	9	156000	KA02	회원할인	일반회원	65.00	일반회원	단기	2020-09-28	THE NEW SANTAFE (D) 2.2 프리미엄 7인승 4WD
10	직접	2022434144	2	개인	659400	1HGN801	제네시스 G80 3.3 (G)	3.0급	2020-12-10	13:00:00	2020-12-16	14:45:00	6	2	0	KA02	회원할인	일반회원	65.00	일반회원	단기	2020-09-28	GENESIS G80 (G) 3.3 LUXURY
