date	model	capa
202011	AVANTE	159
202012	AVANTE	159
202101	AVANTE	159
202102	AVANTE	159
202011	K3	121
202012	K3	121
202101	K3	121
202102	K3	121
202011	VELOSTER	30
202012	VELOSTER	30
202101	VELOSTER	30
202102	VELOSTER	30
202011	SOUL	30
202012	SOUL	30
202101	SOUL	30
202102	SOUL	30
