date	model	capa
202012	AVANTE	159
202101	AVANTE	159
202102	AVANTE	159
202012	K3	121
202101	K3	121
202102	K3	121
202012	VELOSTER	60
202101	VELOSTER	60
202102	VELOSTER	60
