rent_day,res_model,res_day,seasonality,lead_time_vec,discount,lead_time_vec,lead_time
2020-12-09,k3,2020-11-15,1,-24,83.0,1,-24
2020-12-09,k3,2020-11-17,1,-22,75.0,1,-22
2020-12-09,k3,2020-11-20,1,-19,78.0,1,-19
2020-12-09,k3,2020-11-23,1,-16,70.0,1,-16
2020-12-09,k3,2020-11-24,1,-15,70.0,1,-15
2020-12-09,k3,2020-12-02,1,-7,70.0,1,-7
2020-12-09,k3,2020-12-03,1,-6,75.0,2,-6
2020-12-09,k3,2020-12-04,1,-5,75.0,1,-5
2020-12-09,k3,2020-12-05,1,-4,78.0,1,-4
2020-12-09,k3,2020-12-08,1,-1,75.0,2,-1
2020-12-09,k3,2020-12-09,1,0,81.42857142857143,7,0
2020-12-10,k3,2020-10-24,2,-30,65.0,1,-47
2020-12-10,k3,2020-11-25,2,-15,72.5,2,-15
2020-12-10,k3,2020-11-26,2,-14,65.0,1,-14
2020-12-10,k3,2020-11-29,2,-11,65.0,1,-11
2020-12-10,k3,2020-11-30,2,-10,67.5,2,-10
2020-12-10,k3,2020-12-01,2,-9,65.0,1,-9
2020-12-10,k3,2020-12-02,2,-8,65.0,1,-8
2020-12-10,k3,2020-12-08,2,-2,67.5,2,-2
2020-12-10,k3,2020-12-09,2,-1,67.0,4,-1
2020-12-10,k3,2020-12-10,2,0,70.85,20,0
2020-12-11,k3,2020-10-14,2,-32,65.0,1,-58
2020-12-11,k3,2020-10-29,2,-30,70.0,1,-43
2020-12-11,k3,2020-11-03,2,-29,65.0,1,-38
2020-12-11,k3,2020-11-05,2,-29,70.0,1,-36
2020-12-11,k3,2020-11-10,2,-28,71.0,3,-31
2020-12-11,k3,2020-11-13,2,-28,80.0,1,-28
2020-12-11,k3,2020-11-25,2,-16,70.0,1,-16
2020-12-11,k3,2020-11-26,2,-15,65.0,1,-15
2020-12-11,k3,2020-12-01,2,-10,62.0,1,-10
2020-12-11,k3,2020-12-03,2,-8,80.0,1,-8
2020-12-11,k3,2020-12-07,2,-4,65.0,1,-4
2020-12-11,k3,2020-12-08,2,-3,70.0,1,-3
2020-12-11,k3,2020-12-09,2,-2,66.75,4,-2
2020-12-11,k3,2020-12-10,2,-1,67.0,3,-1
2020-12-11,k3,2020-12-11,2,0,69.92307692307692,13,0
2020-12-12,k3,2020-10-15,2,-32,0.0,1,-58
2020-12-12,k3,2020-10-19,2,-31,80.0,1,-54
2020-12-12,k3,2020-11-06,2,-29,67.5,2,-36
2020-12-12,k3,2020-11-08,2,-28,70.0,1,-34
2020-12-12,k3,2020-11-11,2,-28,65.0,2,-31
2020-12-12,k3,2020-11-15,2,-27,70.0,1,-27
2020-12-12,k3,2020-11-23,2,-19,65.0,1,-19
2020-12-12,k3,2020-11-24,2,-18,65.0,1,-18
2020-12-12,k3,2020-11-25,2,-17,70.0,1,-17
2020-12-12,k3,2020-11-27,2,-15,70.0,1,-15
2020-12-12,k3,2020-11-30,2,-12,65.0,1,-12
2020-12-12,k3,2020-12-01,2,-11,68.0,1,-11
2020-12-12,k3,2020-12-07,2,-5,52.0,5,-5
2020-12-12,k3,2020-12-08,2,-4,66.66666666666667,3,-4
2020-12-12,k3,2020-12-10,2,-2,65.0,1,-2
2020-12-12,k3,2020-12-11,2,-1,65.75,4,-1
2020-12-12,k3,2020-12-12,2,0,67.58333333333333,12,0
2020-12-13,k3,2020-11-05,2,-29,65.0,1,-38
2020-12-13,k3,2020-11-09,2,-28,65.0,1,-34
2020-12-13,k3,2020-11-13,2,-28,60.0,1,-30
2020-12-13,k3,2020-11-15,2,-28,65.0,1,-28
2020-12-13,k3,2020-11-16,2,-27,65.0,1,-27
2020-12-13,k3,2020-11-21,2,-22,67.5,2,-22
2020-12-13,k3,2020-11-24,2,-19,65.0,1,-19
2020-12-13,k3,2020-11-25,2,-18,66.0,3,-18
2020-12-13,k3,2020-11-28,2,-15,65.0,1,-15
2020-12-13,k3,2020-11-29,2,-14,65.0,1,-14
2020-12-13,k3,2020-11-30,2,-13,65.0,1,-13
2020-12-13,k3,2020-12-01,2,-12,65.0,1,-12
2020-12-13,k3,2020-12-02,2,-11,68.0,1,-11
2020-12-13,k3,2020-12-03,2,-10,70.0,1,-10
2020-12-13,k3,2020-12-04,2,-9,66.5,2,-9
2020-12-13,k3,2020-12-06,2,-7,60.0,1,-7
2020-12-13,k3,2020-12-07,2,-6,67.5,2,-6
2020-12-13,k3,2020-12-09,2,-4,67.5,2,-4
2020-12-13,k3,2020-12-10,2,-3,65.0,3,-3
2020-12-13,k3,2020-12-11,2,-2,65.0,2,-2
2020-12-13,k3,2020-12-12,2,-1,67.0,4,-1
2020-12-13,k3,2020-12-13,2,0,67.5,2,0
2020-12-14,k3,2020-10-28,1,-30,65.0,1,-47
2020-12-14,k3,2020-11-01,1,-30,70.0,1,-43
2020-12-14,k3,2020-11-11,1,-28,70.0,1,-33
2020-12-14,k3,2020-11-13,1,-28,70.0,1,-31
2020-12-14,k3,2020-11-18,1,-26,70.0,1,-26
2020-12-14,k3,2020-11-19,1,-25,71.66666666666667,3,-25
2020-12-14,k3,2020-11-25,1,-19,70.0,1,-19
2020-12-14,k3,2020-11-26,1,-18,75.0,1,-18
2020-12-14,k3,2020-12-02,1,-12,60.0,1,-12
2020-12-14,k3,2020-12-07,1,-7,60.0,1,-7
2020-12-14,k3,2020-12-09,1,-5,67.5,2,-5
2020-12-14,k3,2020-12-10,1,-4,50.0,3,-4
2020-12-14,k3,2020-12-12,1,-2,70.0,1,-2
2020-12-14,k3,2020-12-13,1,-1,71.0,5,-1
2020-12-14,k3,2020-12-14,1,0,78.0,1,0
2020-12-15,k3,2020-11-05,1,-29,75.0,1,-40
2020-12-15,k3,2020-11-11,1,-28,70.0,1,-34
2020-12-15,k3,2020-11-13,1,-28,70.0,1,-32
2020-12-15,k3,2020-11-22,1,-23,75.0,1,-23
2020-12-15,k3,2020-11-24,1,-21,80.0,1,-21
2020-12-15,k3,2020-11-26,1,-19,76.5,2,-19
2020-12-15,k3,2020-12-04,1,-11,75.0,1,-11
2020-12-15,k3,2020-12-08,1,-7,70.0,1,-7
2020-12-15,k3,2020-12-11,1,-4,70.0,1,-4
2020-12-15,k3,2020-12-12,1,-3,83.33333333333333,6,-3
2020-12-15,k3,2020-12-13,1,-2,81.25,4,-2
2020-12-15,k3,2020-12-14,1,-1,83.33333333333333,3,-1
2020-12-15,k3,2020-12-15,1,0,82.0,4,0
2020-12-16,k3,2020-11-03,1,-30,67.0,1,-43
2020-12-16,k3,2020-11-09,1,-29,70.0,1,-37
2020-12-16,k3,2020-11-14,1,-28,70.0,1,-32
2020-12-16,k3,2020-11-20,1,-26,80.0,1,-26
2020-12-16,k3,2020-11-22,1,-24,70.0,1,-24
2020-12-16,k3,2020-11-27,1,-19,80.0,1,-19
2020-12-16,k3,2020-11-30,1,-16,60.0,1,-16
2020-12-16,k3,2020-12-06,1,-10,70.0,1,-10
2020-12-16,k3,2020-12-07,1,-9,73.0,1,-9
2020-12-16,k3,2020-12-08,1,-8,70.0,1,-8
2020-12-16,k3,2020-12-10,1,-6,20.0,1,-6
2020-12-16,k3,2020-12-11,1,-5,80.0,2,-5
