rent_day,res_model,res_day,discount,util_add,seasonality,lead_time_vec,util_rate_add,lead_time
2020-12-16,soul,2020-12-12,73.0,1.0,1,-4,0.03333333333333333,-4
2020-12-16,soul,2020-12-13,79.0,2.0,1,-3,0.06666666666666667,-3
2020-12-16,soul,2020-12-15,80.0,1.0,1,-1,0.03333333333333333,-1
2020-12-17,soul,2020-11-09,75.0,1.0,2,-29,0.03333333333333333,-38
2020-12-17,soul,2020-11-12,75.0,1.0,2,-29,0.03333333333333333,-35
2020-12-17,soul,2020-11-16,74.33333333333333,3.0,2,-28,0.1,-31
2020-12-17,soul,2020-11-17,60.0,1.0,2,-28,0.03333333333333333,-30
2020-12-17,soul,2020-11-20,72.5,2.0,2,-27,0.06666666666666667,-27
2020-12-17,soul,2020-12-04,75.0,1.0,2,-13,0.03333333333333333,-13
2020-12-17,soul,2020-12-07,75.0,2.0,2,-10,0.06666666666666667,-10
2020-12-17,soul,2020-12-08,65.0,1.0,2,-9,0.03333333333333333,-9
2020-12-17,soul,2020-12-09,65.0,1.0,2,-8,0.03333333333333333,-8
2020-12-17,soul,2020-12-10,75.0,1.0,2,-7,0.03333333333333333,-7
2020-12-17,soul,2020-12-11,80.75,4.0,2,-6,0.13333333333333333,-6
2020-12-17,soul,2020-12-13,80.0,1.6666666666666665,2,-4,0.05555555555555555,-4
2020-12-17,soul,2020-12-14,82.5,2.0,2,-3,0.06666666666666667,-3
2020-12-17,soul,2020-12-15,80.0,3.0,2,-2,0.1,-2
2020-12-17,soul,2020-12-16,85.0,1.0,2,-1,0.03333333333333333,-1
2020-12-18,soul,2020-11-09,75.0,1.0,2,-29,0.03333333333333333,-39
2020-12-18,soul,2020-11-12,75.0,1.0,2,-29,0.03333333333333333,-36
2020-12-18,soul,2020-11-16,75.0,2.0,2,-28,0.06666666666666667,-32
2020-12-18,soul,2020-11-20,72.5,2.0,2,-28,0.06666666666666667,-28
2020-12-18,soul,2020-12-01,73.0,1.0,2,-17,0.03333333333333333,-17
2020-12-18,soul,2020-12-04,75.0,1.0,2,-14,0.03333333333333333,-14
2020-12-18,soul,2020-12-07,73.33333333333333,2.25,2,-11,0.075,-11
2020-12-18,soul,2020-12-09,67.5,2.0,2,-9,0.06666666666666667,-9
2020-12-18,soul,2020-12-10,75.0,1.0,2,-8,0.03333333333333333,-8
2020-12-18,soul,2020-12-11,81.5,2.0,2,-7,0.06666666666666667,-7
2020-12-18,soul,2020-12-13,80.0,1.0,2,-5,0.03333333333333333,-5
2020-12-18,soul,2020-12-14,81.0,3.0,2,-4,0.1,-4
2020-12-18,soul,2020-12-15,80.0,3.0,2,-3,0.1,-3
2020-12-18,soul,2020-12-16,85.0,1.0,2,-2,0.03333333333333333,-2
2020-12-19,soul,2020-11-09,75.0,1.0,2,-29,0.03333333333333333,-40
2020-12-19,soul,2020-11-12,75.0,1.0,2,-29,0.03333333333333333,-37
2020-12-19,soul,2020-11-16,60.0,0.3333333333333333,2,-28,0.01111111111111111,-33
2020-12-19,soul,2020-11-26,70.0,0.8333333333333334,2,-23,0.02777777777777778,-23
2020-12-19,soul,2020-12-01,74.0,2.0,2,-18,0.06666666666666667,-18
2020-12-19,soul,2020-12-07,71.66666666666667,3.0,2,-12,0.1,-12
2020-12-19,soul,2020-12-09,67.5,2.0,2,-10,0.06666666666666667,-10
2020-12-19,soul,2020-12-13,77.66666666666667,3.0,2,-6,0.1,-6
2020-12-19,soul,2020-12-14,80.75,4.0,2,-5,0.13333333333333333,-5
2020-12-19,soul,2020-12-15,80.0,2.0,2,-4,0.06666666666666667,-4
2020-12-19,soul,2020-12-16,85.0,1.0,2,-3,0.03333333333333333,-3
2020-12-20,soul,2020-11-06,65.0,1.0,2,-30,0.03333333333333333,-44
2020-12-20,soul,2020-11-12,75.0,1.0,2,-29,0.03333333333333333,-38
2020-12-20,soul,2020-11-14,67.5,2.0,2,-29,0.06666666666666667,-36
2020-12-20,soul,2020-11-16,60.0,1.0,2,-28,0.03333333333333333,-34
2020-12-20,soul,2020-11-23,70.0,1.0,2,-27,0.03333333333333333,-27
2020-12-20,soul,2020-11-26,70.0,1.0,2,-24,0.03333333333333333,-24
2020-12-20,soul,2020-12-01,70.0,2.0,2,-19,0.06666666666666667,-19
2020-12-20,soul,2020-12-07,69.6,5.0,2,-13,0.16666666666666666,-13
2020-12-20,soul,2020-12-09,67.5,2.0,2,-11,0.06666666666666667,-11
2020-12-20,soul,2020-12-13,76.5,2.0,2,-7,0.06666666666666667,-7
2020-12-20,soul,2020-12-14,79.33333333333333,3.0,2,-6,0.1,-6
