rent_day,res_model,res_day,discount,util_add,seasonality,lead_time_vec,util_rate_add,lead_time
2020-12-05,av_ad,2020-11-16,65.0,1.0,2,-19,0.015625,-19
2020-12-05,av_ad,2020-11-17,70.0,2.0,2,-18,0.03125,-18
2020-12-05,av_ad,2020-11-18,71.0,6.0,2,-17,0.09375,-17
2020-12-05,av_ad,2020-11-19,62.5,2.0,2,-16,0.03125,-16
2020-12-05,av_ad,2020-11-20,68.33333333333333,3.0,2,-15,0.046875,-15
2020-12-05,av_ad,2020-11-21,67.5,2.0,2,-14,0.03125,-14
2020-12-05,av_ad,2020-11-22,67.5,3.5833333333333335,2,-13,0.055989583333333336,-13
2020-12-05,av_ad,2020-11-23,65.0,1.0,2,-12,0.015625,-12
2020-12-05,av_ad,2020-11-24,32.5,2.0,2,-11,0.03125,-11
2020-12-05,av_ad,2020-11-27,70.0,1.0,2,-8,0.015625,-8
2020-12-05,av_ad,2020-11-28,70.0,1.0,2,-7,0.015625,-7
2020-12-05,av_ad,2020-11-29,70.0,1.0,2,-6,0.015625,-6
2020-12-05,av_ad,2020-11-30,68.75,4.0,2,-5,0.0625,-5
2020-12-05,av_ad,2020-12-01,66.0,5.0,2,-4,0.078125,-4
2020-12-05,av_ad,2020-12-02,65.0,1.0,2,-3,0.015625,-3
2020-12-05,av_ad,2020-12-03,70.0,1.0,2,-2,0.015625,-2
2020-12-06,av_ad,2020-09-16,70.0,1.0,2,-35,0.015625,-81
2020-12-06,av_ad,2020-10-06,65.0,1.0,2,-32,0.015625,-61
2020-12-06,av_ad,2020-10-19,65.0,1.0,2,-30,0.015625,-48
2020-12-06,av_ad,2020-10-22,65.0,1.0,2,-30,0.015625,-45
2020-12-06,av_ad,2020-10-26,65.0,1.0,2,-29,0.015625,-41
2020-12-06,av_ad,2020-11-04,65.0,1.0,2,-28,0.015625,-32
2020-12-06,av_ad,2020-11-06,68.0,1.0,2,-28,0.015625,-30
2020-12-06,av_ad,2020-11-07,65.0,1.0,2,-28,0.015625,-29
2020-12-06,av_ad,2020-11-09,71.66666666666667,3.0,2,-27,0.046875,-27
2020-12-06,av_ad,2020-11-10,65.0,1.0,2,-26,0.015625,-26
2020-12-06,av_ad,2020-11-11,65.0,1.0,2,-25,0.015625,-25
2020-12-06,av_ad,2020-11-12,65.0,2.0,2,-24,0.03125,-24
2020-12-06,av_ad,2020-11-13,70.0,1.0,2,-23,0.015625,-23
2020-12-06,av_ad,2020-11-14,65.0,1.0,2,-22,0.015625,-22
2020-12-06,av_ad,2020-11-15,65.0,3.0,2,-21,0.046875,-21
2020-12-06,av_ad,2020-11-16,65.0,1.0,2,-20,0.015625,-20
2020-12-06,av_ad,2020-11-17,65.0,1.0,2,-19,0.015625,-19
2020-12-06,av_ad,2020-11-18,69.5,4.0,2,-18,0.0625,-18
2020-12-06,av_ad,2020-11-19,60.0,1.0,2,-17,0.015625,-17
2020-12-06,av_ad,2020-11-20,68.33333333333333,3.0,2,-16,0.046875,-16
2020-12-06,av_ad,2020-11-22,67.5,4.0,2,-14,0.0625,-14
2020-12-06,av_ad,2020-11-23,65.0,1.0,2,-13,0.015625,-13
2020-12-06,av_ad,2020-11-24,32.5,2.0,2,-12,0.03125,-12
2020-12-06,av_ad,2020-11-27,70.0,1.0,2,-9,0.015625,-9
2020-12-06,av_ad,2020-11-28,65.0,1.0,2,-8,0.015625,-8
2020-12-06,av_ad,2020-11-29,68.0,0.3333333333333333,2,-7,0.005208333333333333,-7
2020-12-06,av_ad,2020-11-30,66.0,5.0,2,-6,0.078125,-6
2020-12-06,av_ad,2020-12-01,67.5,4.0,2,-5,0.0625,-5
2020-12-06,av_ad,2020-12-02,65.0,1.0,2,-4,0.015625,-4
2020-12-06,av_ad,2020-12-03,70.0,2.0,2,-3,0.03125,-3
2020-12-06,av_ad,2020-12-05,65.0,2.0,2,-1,0.03125,-1
2020-12-07,av_ad,2020-09-16,70.0,1.0,1,-35,0.015625,-82
2020-12-07,av_ad,2020-10-06,65.0,1.0,1,-32,0.015625,-62
2020-12-07,av_ad,2020-10-22,65.0,1.0,1,-30,0.015625,-46
2020-12-07,av_ad,2020-11-01,70.0,1.0,1,-29,0.015625,-36
2020-12-07,av_ad,2020-11-04,65.0,1.0,1,-28,0.015625,-33
2020-12-07,av_ad,2020-11-06,68.0,1.0,1,-28,0.015625,-31
2020-12-07,av_ad,2020-11-09,72.5,4.0,1,-28,0.0625,-28
2020-12-07,av_ad,2020-11-10,65.0,1.0,1,-27,0.015625,-27
2020-12-07,av_ad,2020-11-12,67.5,2.0,1,-25,0.03125,-25
2020-12-07,av_ad,2020-11-13,70.0,1.0,1,-24,0.015625,-24
2020-12-07,av_ad,2020-11-14,75.0,1.0,1,-23,0.015625,-23
2020-12-07,av_ad,2020-11-15,65.0,2.0,1,-22,0.03125,-22
2020-12-07,av_ad,2020-11-17,75.0,1.0,1,-20,0.015625,-20
2020-12-07,av_ad,2020-11-18,45.0,2.8333333333333335,1,-19,0.044270833333333336,-19
2020-12-07,av_ad,2020-11-19,80.0,1.0,1,-18,0.015625,-18
2020-12-07,av_ad,2020-11-20,75.0,1.0,1,-17,0.015625,-17
2020-12-07,av_ad,2020-11-22,67.5,2.0,1,-15,0.03125,-15
2020-12-07,av_ad,2020-11-23,68.75,4.0,1,-14,0.0625,-14
2020-12-07,av_ad,2020-11-24,65.0,1.0,1,-13,0.015625,-13
2020-12-07,av_ad,2020-11-25,70.0,1.0,1,-12,0.015625,-12
2020-12-07,av_ad,2020-11-26,75.0,1.0,1,-11,0.015625,-11
2020-12-07,av_ad,2020-11-27,70.0,3.0,1,-10,0.046875,-10
2020-12-07,av_ad,2020-11-28,65.0,1.0,1,-9,0.015625,-9
2020-12-07,av_ad,2020-11-29,68.0,1.0,1,-8,0.015625,-8
2020-12-07,av_ad,2020-11-30,66.25,4.0,1,-7,0.0625,-7
2020-12-07,av_ad,2020-12-01,68.75,4.0,1,-6,0.0625,-6
2020-12-07,av_ad,2020-12-02,65.0,1.0,1,-5,0.015625,-5
2020-12-07,av_ad,2020-12-03,73.25,4.0,1,-4,0.0625,-4
2020-12-07,av_ad,2020-12-04,80.0,1.0,1,-3,0.015625,-3
2020-12-07,av_ad,2020-12-05,72.5,6.0,1,-2,0.09375,-2
2020-12-07,av_ad,2020-12-06,75.0,4.0,1,-1,0.0625,-1
2020-12-08,av_ad,2020-09-16,70.0,1.0,1,-35,0.015625,-83
2020-12-08,av_ad,2020-10-06,65.0,1.0,1,-33,0.015625,-63
2020-12-08,av_ad,2020-10-22,65.0,1.0,1,-30,0.015625,-47
2020-12-08,av_ad,2020-11-01,70.0,1.0,1,-29,0.015625,-37
2020-12-08,av_ad,2020-11-02,75.0,1.0,1,-29,0.015625,-36
2020-12-08,av_ad,2020-11-09,75.0,3.0,1,-28,0.046875,-29
2020-12-08,av_ad,2020-11-12,67.5,2.0,1,-26,0.03125,-26
2020-12-08,av_ad,2020-11-14,75.0,1.0,1,-24,0.015625,-24
2020-12-08,av_ad,2020-11-15,65.0,1.0,1,-23,0.015625,-23
2020-12-08,av_ad,2020-11-17,75.0,1.0,1,-21,0.015625,-21
2020-12-08,av_ad,2020-11-18,0.0,1.0,1,-20,0.015625,-20
2020-12-08,av_ad,2020-11-19,80.0,1.0,1,-19,0.015625,-19
2020-12-08,av_ad,2020-11-20,75.0,1.0,1,-18,0.015625,-18
2020-12-08,av_ad,2020-11-22,67.5,2.0,1,-16,0.03125,-16
2020-12-08,av_ad,2020-11-23,68.75,4.0,1,-15,0.0625,-15
2020-12-08,av_ad,2020-11-25,70.0,1.0,1,-13,0.015625,-13
2020-12-08,av_ad,2020-11-26,75.0,1.0,1,-12,0.015625,-12
2020-12-08,av_ad,2020-11-27,71.0,4.833333333333333,1,-11,0.07552083333333333,-11
2020-12-08,av_ad,2020-11-28,65.0,1.0,1,-10,0.015625,-10
2020-12-08,av_ad,2020-11-29,68.0,1.0,1,-9,0.015625,-9
2020-12-08,av_ad,2020-11-30,67.6,5.0,1,-8,0.078125,-8
2020-12-08,av_ad,2020-12-01,68.75,4.0,1,-7,0.0625,-7
2020-12-08,av_ad,2020-12-02,75.0,1.0,1,-6,0.015625,-6
2020-12-08,av_ad,2020-12-03,74.2,5.0,1,-5,0.078125,-5
2020-12-08,av_ad,2020-12-04,80.0,1.0,1,-4,0.015625,-4
2020-12-08,av_ad,2020-12-05,74.0,5.0,1,-3,0.078125,-3
2020-12-08,av_ad,2020-12-06,75.0,3.0,1,-2,0.046875,-2
2020-12-08,av_ad,2020-12-07,80.0,1.0,1,-1,0.015625,-1
2020-12-09,av_ad,2020-09-16,70.0,1.0,1,-36,0.015625,-84
2020-12-09,av_ad,2020-10-06,65.0,1.0,1,-33,0.015625,-64
2020-12-09,av_ad,2020-11-01,70.0,1.0,1,-29,0.015625,-38
2020-12-09,av_ad,2020-11-02,75.0,1.0,1,-29,0.015625,-37
2020-12-09,av_ad,2020-11-09,75.0,3.0,1,-28,0.046875,-30
2020-12-09,av_ad,2020-11-12,67.5,2.0,1,-27,0.03125,-27
2020-12-09,av_ad,2020-11-14,72.5,2.0,1,-25,0.03125,-25
2020-12-09,av_ad,2020-11-15,65.0,1.0,1,-24,0.015625,-24
2020-12-09,av_ad,2020-11-17,75.0,2.0,1,-22,0.03125,-22
2020-12-09,av_ad,2020-11-18,0.0,1.0,1,-21,0.015625,-21
2020-12-09,av_ad,2020-11-19,80.0,1.0,1,-20,0.015625,-20
2020-12-09,av_ad,2020-11-20,72.5,2.0,1,-19,0.03125,-19
2020-12-09,av_ad,2020-11-22,70.0,1.8333333333333335,1,-17,0.028645833333333336,-17
2020-12-09,av_ad,2020-11-23,72.5,4.0,1,-16,0.0625,-16
2020-12-09,av_ad,2020-11-25,71.5,2.0,1,-14,0.03125,-14
2020-12-09,av_ad,2020-11-26,75.0,1.0,1,-13,0.015625,-13
2020-12-09,av_ad,2020-11-27,71.66666666666667,6.0,1,-12,0.09375,-12
2020-12-09,av_ad,2020-11-29,68.0,1.0,1,-10,0.015625,-10
2020-12-09,av_ad,2020-11-30,65.75,4.0,1,-9,0.0625,-9
2020-12-09,av_ad,2020-12-01,70.0,3.0,1,-8,0.046875,-8
2020-12-09,av_ad,2020-12-03,74.2,5.0,1,-6,0.078125,-6
2020-12-09,av_ad,2020-12-04,80.0,1.0,1,-5,0.015625,-5
2020-12-09,av_ad,2020-12-05,76.25,3.4722222222222223,1,-4,0.054253472222222224,-4
2020-12-09,av_ad,2020-12-06,75.0,2.0,1,-3,0.03125,-3
2020-12-09,av_ad,2020-12-07,77.75,4.0,1,-2,0.0625,-2
2020-12-09,av_ad,2020-12-08,80.0,2.0,1,-1,0.03125,-1
2020-12-10,av_ad,2020-09-16,70.0,1.0,2,-36,0.015625,-85
2020-12-10,av_ad,2020-10-26,70.0,1.0,2,-30,0.015625,-45
2020-12-10,av_ad,2020-11-01,70.0,1.0,2,-29,0.015625,-39
2020-12-10,av_ad,2020-11-02,75.0,1.0,2,-29,0.015625,-38
2020-12-10,av_ad,2020-11-09,75.0,2.0,2,-28,0.03125,-31
2020-12-10,av_ad,2020-11-11,80.0,0.5833333333333334,2,-28,0.009114583333333334,-29
2020-12-10,av_ad,2020-11-12,67.5,2.0,2,-28,0.03125,-28
2020-12-10,av_ad,2020-11-14,72.5,2.0,2,-26,0.03125,-26
2020-12-10,av_ad,2020-11-15,65.0,1.0,2,-25,0.015625,-25
2020-12-10,av_ad,2020-11-16,32.5,2.0,2,-24,0.03125,-24
2020-12-10,av_ad,2020-11-17,75.0,2.0,2,-23,0.03125,-23
2020-12-10,av_ad,2020-11-19,80.0,1.0,2,-21,0.015625,-21
2020-12-10,av_ad,2020-11-20,70.0,3.0,2,-20,0.046875,-20
2020-12-10,av_ad,2020-11-22,70.0,3.0,2,-18,0.046875,-18
2020-12-10,av_ad,2020-11-23,75.0,2.0,2,-17,0.03125,-17
2020-12-10,av_ad,2020-11-25,69.33333333333333,2.5,2,-15,0.0390625,-15
2020-12-10,av_ad,2020-11-26,67.5,2.0,2,-14,0.03125,-14
2020-12-10,av_ad,2020-11-27,72.0,5.0,2,-13,0.078125,-13
2020-12-10,av_ad,2020-11-29,68.0,1.0,2,-11,0.015625,-11
2020-12-10,av_ad,2020-11-30,66.0,3.0,2,-10,0.046875,-10
2020-12-10,av_ad,2020-12-01,70.0,3.0,2,-9,0.046875,-9
2020-12-10,av_ad,2020-12-03,74.2,5.0,2,-7,0.078125,-7
2020-12-10,av_ad,2020-12-05,76.25,4.0,2,-5,0.0625,-5
2020-12-10,av_ad,2020-12-06,75.0,1.0,2,-4,0.015625,-4
2020-12-10,av_ad,2020-12-07,74.2,5.0,2,-3,0.078125,-3
2020-12-10,av_ad,2020-12-08,73.75,4.0,2,-2,0.0625,-2
2020-12-10,av_ad,2020-12-09,65.0,1.0,2,-1,0.015625,-1
2020-12-10,av_ad,2020-12-10,73.0,1.0,2,0,0.015625,0
2020-12-11,av_ad,2020-09-16,70.0,1.0,2,-36,0.015625,-86
2020-12-11,av_ad,2020-10-26,70.0,1.0,2,-30,0.015625,-46
2020-12-11,av_ad,2020-11-01,70.0,1.0,2,-29,0.015625,-40
2020-12-11,av_ad,2020-11-04,65.0,0.8333333333333334,2,-29,0.013020833333333334,-37
2020-12-11,av_ad,2020-11-09,75.0,2.0,2,-28,0.03125,-32
2020-12-11,av_ad,2020-11-11,80.0,1.0,2,-28,0.015625,-30
2020-12-11,av_ad,2020-11-12,70.0,1.0,2,-28,0.015625,-29
2020-12-11,av_ad,2020-11-14,70.0,1.0,2,-27,0.015625,-27
2020-12-11,av_ad,2020-11-15,65.0,1.0,2,-26,0.015625,-26
2020-12-11,av_ad,2020-11-16,32.5,2.0,2,-25,0.03125,-25
2020-12-11,av_ad,2020-11-19,80.0,1.0,2,-22,0.015625,-22
2020-12-11,av_ad,2020-11-20,70.0,3.0,2,-21,0.046875,-21
2020-12-11,av_ad,2020-11-22,68.0,5.0,2,-19,0.078125,-19
2020-12-11,av_ad,2020-11-23,70.0,1.0,2,-18,0.015625,-18
2020-12-11,av_ad,2020-11-25,32.5,1.5833333333333335,2,-16,0.024739583333333336,-16
2020-12-11,av_ad,2020-11-26,68.33333333333333,2.9166666666666665,2,-15,0.045572916666666664,-15
2020-12-11,av_ad,2020-11-27,72.0,5.0,2,-14,0.078125,-14
2020-12-11,av_ad,2020-11-29,68.0,1.0,2,-12,0.015625,-12
2020-12-11,av_ad,2020-11-30,66.5,2.0,2,-11,0.03125,-11
2020-12-11,av_ad,2020-12-01,68.33333333333333,3.0,2,-10,0.046875,-10
2020-12-11,av_ad,2020-12-02,70.0,1.0,2,-9,0.015625,-9
2020-12-11,av_ad,2020-12-03,75.25,4.0,2,-8,0.0625,-8
2020-12-11,av_ad,2020-12-04,67.5,1.25,2,-7,0.01953125,-7
2020-12-11,av_ad,2020-12-05,75.0,2.0,2,-6,0.03125,-6
2020-12-11,av_ad,2020-12-06,75.0,1.0,2,-5,0.015625,-5
2020-12-11,av_ad,2020-12-07,74.2,5.0,2,-4,0.078125,-4
2020-12-11,av_ad,2020-12-08,75.0,4.0,2,-3,0.0625,-3
2020-12-11,av_ad,2020-12-09,65.0,1.0,2,-2,0.015625,-2
2020-12-11,av_ad,2020-12-10,68.25,3.75,2,-1,0.05859375,-1
2020-12-12,av_ad,2020-09-16,70.0,1.0,2,-36,0.015625,-87
2020-12-12,av_ad,2020-10-11,70.0,1.0,2,-32,0.015625,-62
2020-12-12,av_ad,2020-10-26,70.0,1.0,2,-30,0.015625,-47
2020-12-12,av_ad,2020-10-29,65.0,1.0,2,-30,0.015625,-44
2020-12-12,av_ad,2020-11-01,70.0,1.0,2,-29,0.015625,-41
2020-12-12,av_ad,2020-11-04,65.0,1.0,2,-29,0.015625,-38
2020-12-12,av_ad,2020-11-06,65.0,1.0,2,-29,0.015625,-36
2020-12-12,av_ad,2020-11-09,75.0,2.0,2,-28,0.03125,-33
2020-12-12,av_ad,2020-11-10,65.0,1.0,2,-28,0.015625,-32
2020-12-12,av_ad,2020-11-11,75.0,2.0,2,-28,0.03125,-31
2020-12-12,av_ad,2020-11-14,70.0,1.0,2,-28,0.015625,-28
2020-12-12,av_ad,2020-11-15,65.0,1.0,2,-27,0.015625,-27
2020-12-12,av_ad,2020-11-16,43.333333333333336,3.0,2,-26,0.046875,-26
2020-12-12,av_ad,2020-11-19,70.0,1.0,2,-23,0.015625,-23
2020-12-12,av_ad,2020-11-20,70.0,3.0,2,-22,0.046875,-22
2020-12-12,av_ad,2020-11-22,67.14285714285714,7.0,2,-20,0.109375,-20
2020-12-12,av_ad,2020-11-23,70.0,1.0,2,-19,0.015625,-19
2020-12-12,av_ad,2020-11-25,43.333333333333336,3.0,2,-17,0.046875,-17
2020-12-12,av_ad,2020-11-26,68.33333333333333,3.0,2,-16,0.046875,-16
2020-12-12,av_ad,2020-11-27,75.0,1.0,2,-15,0.015625,-15
2020-12-12,av_ad,2020-11-29,68.0,1.0,2,-13,0.015625,-13
2020-12-12,av_ad,2020-12-01,67.0,5.0,2,-11,0.078125,-11
2020-12-12,av_ad,2020-12-02,70.0,1.0,2,-10,0.015625,-10
2020-12-12,av_ad,2020-12-03,78.0,2.0,2,-9,0.03125,-9
2020-12-12,av_ad,2020-12-04,67.5,2.0,2,-8,0.03125,-8
2020-12-12,av_ad,2020-12-05,67.5,2.0,2,-7,0.03125,-7
2020-12-12,av_ad,2020-12-07,72.2,4.666666666666667,2,-5,0.07291666666666667,-5
2020-12-12,av_ad,2020-12-08,73.33333333333333,3.0,2,-4,0.046875,-4
2020-12-12,av_ad,2020-12-09,65.0,1.0,2,-3,0.015625,-3
2020-12-12,av_ad,2020-12-10,68.0,4.333333333333333,2,-2,0.06770833333333333,-2
2020-12-12,av_ad,2020-12-11,65.0,4.0,2,-1,0.0625,-1
2020-12-12,av_ad,2020-12-12,65.0,1.0,2,0,0.015625,0
2020-12-13,av_ad,2020-10-11,70.0,1.0,2,-33,0.015625,-63
2020-12-13,av_ad,2020-10-13,70.0,1.0,2,-32,0.015625,-61
2020-12-13,av_ad,2020-10-20,65.0,0.5,2,-31,0.0078125,-54
2020-12-13,av_ad,2020-10-26,70.0,1.0,2,-30,0.015625,-48
2020-12-13,av_ad,2020-10-29,65.0,1.0,2,-30,0.015625,-45
2020-12-13,av_ad,2020-11-04,65.0,1.0,2,-29,0.015625,-39
2020-12-13,av_ad,2020-11-06,65.0,1.0,2,-29,0.015625,-37
